poblacion,fecha,hora,nivel,carretera,pk_inicial,pk_final,sentido,longitud,latitud
Bilbao,2007-10-01,02:49:50,Blanco,A-8,117,117,IRUN,-2.94541,43.25161
Bilbao,2007-09-30,23:26:13,Blanco,A-8,121,127,CANTABRIA,-2.978033,43.27476
Bilbao,2007-09-30,22:20:19,Blanco,A-8,113,113,CANTABRIA,-2.908069,43.23378
,2007-09-29,06:58:33,Blanco,A-8,0,0,CANTABRIA,-1.753419,43.33963
Amorebieta-Etxano,2007-09-28,20:49:45,Blanco,A-8,94,91,IRUN,-2.69938,43.20263
Basauri,2007-09-28,21:23:00,Blanco,A-8,113,111,IRUN,-2.90804,43.23352
Basauri,2007-09-28,21:22:14,Blanco,A-8,111,113,CANTABRIA,-2.883459,43.231
Amorebieta-Etxano,2007-09-28,20:47:02,Blanco,A-8,91,94,CANTABRIA,-2.67339,43.18732
Amorebieta-Etxano,2007-09-28,20:49:45,Blanco,A-8,94,91,IRUN,-2.69938,43.20263
Amorebieta-Etxano,2007-09-28,20:49:45,Blanco,A-8,94,91,IRUN,-2.69938,43.20263
Amorebieta-Etxano,2007-09-28,20:47:02,Blanco,A-8,91,94,CANTABRIA,-2.67339,43.18732
Erandio,2007-09-28,14:18:26,Negro,BI-604,6,6,ASUA,-2.95429,43.29389
Erandio,2007-09-28,14:18:26,Negro,BI-604,6,6,ASUA,-2.95429,43.29389
Erandio,2007-09-28,14:18:26,Negro,BI-604,6,6,ASUA,-2.95429,43.29389
Amorebieta-Etxano,2007-09-27,21:22:15,Blanco,A-8,93,95,CANTABRIA,-2.69229,43.19591
Bilbao,2007-09-28,00:30:55,Blanco,N-634,81,81,SANTANDER,-2.632954,43.17525
Bilbao,2007-09-27,23:19:43,Blanco,A-8,116,116,IRUN,-2.93579,43.24777
Santurtzi,2007-09-27,23:13:35,Blanco,N-644,131,131,Santurtzi,-3.047644,43.3378
Basauri,2007-09-27,21:37:36,Blanco,A-8,113,111,IRUN,-2.90804,43.23352
Basauri,2007-09-27,21:36:48,Blanco,A-8,111,113,CANTABRIA,-2.883459,43.231
Amorebieta-Etxano,2007-09-27,21:23:28,Blanco,A-8,95,93,IRUN,-2.70806,43.20899
Amorebieta-Etxano,2007-09-27,21:22:15,Blanco,A-8,93,95,CANTABRIA,-2.69229,43.19591
,2007-09-27,08:55:15,Blanco,N-634,117,117,SANTANDER,-2.978089,43.27842
Barakaldo,2007-09-27,00:12:04,Blanco,BI-604,3,7,ASUA,-2.948006,43.27291
Barakaldo,2007-09-27,00:12:04,Blanco,BI-604,3,7,BILBAO,-2.948006,43.27291
Santurtzi,2007-09-27,00:12:04,Blanco,BI-604,3,7,BILBAO,-2.948006,43.27291
Bilbao,2007-09-26,23:10:08,Blanco,A-8,113,113,CANTABRIA,-2.908069,43.23378
Arrigorriaga,2007-09-26,15:25:10,Blanco,AP-68,2,2,BILBAO,-2.90963,43.21954
Arrigorriaga,2007-09-26,09:30:51,Blanco,AP-68,21,21,ZARAGOZA,-2.917043,43.07817
Arrigorriaga,2007-09-26,09:30:51,Blanco,AP-68,21,21,ZARAGOZA,-2.917043,43.07817
Santurtzi,2007-09-25,22:38:25,Blanco,N-644,131,131,Santurtzi,-3.047644,43.3378
Amorebieta-Etxano,2007-09-25,20:53:25,Blanco,A-8,93,97,CANTABRIA,-2.69229,43.19591
Santurtzi,2007-09-25,22:38:25,Blanco,N-644,131,131,Santurtzi,-3.047644,43.3378
Bilbao,2007-09-25,21:17:26,Blanco,A-8,113,113,CANTABRIA,-2.908069,43.23378
Bilbao,2007-09-25,21:17:26,Blanco,A-8,113,113,CANTABRIA,-2.908069,43.23378
Durango,2007-09-25,20:51:10,Blanco,A-8,88,91,CANTABRIA,-2.63854,43.17931
Amorebieta-Etxano,2007-09-25,20:53:25,Blanco,A-8,93,97,CANTABRIA,-2.69229,43.19591
Durango,2007-09-25,20:51:10,Blanco,A-8,88,91,CANTABRIA,-2.63854,43.17931
Amorebieta-Etxano,2007-09-25,20:54:11,Blanco,A-8,97,93,IRUN,-2.72596,43.2192
Durango,2007-09-25,20:52:14,Blanco,A-8,91,88,IRUN,-2.67375,43.18718
Amorebieta-Etxano,2007-09-25,20:54:11,Blanco,A-8,97,93,IRUN,-2.72596,43.2192
Amorebieta-Etxano,2007-09-25,20:53:25,Blanco,A-8,93,97,CANTABRIA,-2.69229,43.19591
Durango,2007-09-25,20:52:14,Blanco,A-8,91,88,IRUN,-2.67375,43.18718
Durango,2007-09-25,20:51:10,Blanco,A-8,88,91,CANTABRIA,-2.63854,43.17931
Orozko,2007-09-25,13:08:08,Blanco,AP-68,22,22,BILBAO,-2.92426,43.07066
Zalla,2007-09-25,09:35:12,Blanco,BI-3651,25,25,HERRERA (ZALLA),-3.14813,43.20122
Leioa,2007-09-25,02:27:40,Blanco,BI-637,9,10,KUKULARRA,-2.9623,43.30933
Bilbao,2007-09-25,01:13:01,Blanco,A-8,126,126,IRUN,-3.02248,43.30032
Bilbao,2007-09-24,22:26:55,Blanco,A-8,113,113,CANTABRIA,-2.908069,43.23378
Basauri,2007-09-24,21:18:03,Blanco,A-8,111,113,CANTABRIA,-2.883459,43.231
Santurtzi,2007-09-24,12:59:05,Blanco,N-644,132,132,Bilbao,-3.04274,43.34047
Santurtzi,2007-09-24,12:59:05,Blanco,N-644,132,132,Bilbao,-3.04274,43.34047
Santurtzi,2007-09-24,12:59:05,Blanco,N-644,132,132,Bilbao,-3.04274,43.34047
Orozko,2007-09-24,09:26:30,Blanco,AP-68,20,20,ZARAGOZA,-2.91544,43.08666
Bilbao,2007-09-24,08:04:10,Blanco,BI-636,15,16,CADAGUA,-3.042474,43.20639
Santurtzi,2007-09-23,23:57:39,Blanco,N-644,132,132,Santurtzi,-3.04274,43.34047
Bilbao,2007-09-23,23:22:35,Blanco,A-8,116,116,CANTABRIA,-2.93578,43.2479
,2007-09-21,21:29:55,Blanco,A-8,97,93,IRUN,-2.72596,43.2192
Amorebieta-Etxano,2007-09-21,22:57:45,Blanco,A-8,93,97,CANTABRIA,-2.69229,43.19591
Arrigorriaga,2007-09-23,22:15:21,Blanco,A-8,111,113,CANTABRIA,-2.883459,43.231
Arrigorriaga,2007-09-23,22:13:58,Negro,A-8,113,111,IRUN,-2.90804,43.23352
Ermua,2007-09-22,00:49:41,Blanco,N-634,67,66,DONOSTIA/SAN SEBASTIN,-2.50074,43.18453
Ermua,2007-09-22,00:49:41,Blanco,N-634,67,66,DONOSTIA/SAN SEBASTIN,-2.50074,43.18453
Ermua,2007-09-22,00:49:41,Blanco,N-634,67,66,DONOSTIA/SAN SEBASTIN,-2.50074,43.18453
Zaldibar,2007-09-21,22:59:05,Blanco,A-8,75,77,CANTABRIA,-2.49115,43.1774
Amorebieta-Etxano,2007-09-21,21:29:55,Blanco,A-8,95,93,IRUN,-2.70806,43.20899
Amorebieta-Etxano,2007-09-21,22:57:45,Blanco,A-8,93,95,CANTABRIA,-2.69229,43.19591
Amorebieta-Etxano,2007-09-21,21:29:55,Blanco,A-8,95,93,IRUN,-2.70806,43.20899
Zaldibar,2007-09-21,22:59:05,Blanco,A-8,75,77,CANTABRIA,-2.49115,43.1774
Amorebieta-Etxano,2007-09-21,22:57:45,Blanco,A-8,93,95,CANTABRIA,-2.69229,43.19591
,2007-09-21,21:29:55,Blanco,A-8,95,93,IRUN,-2.70806,43.20899
Zaldibar,2007-09-21,21:31:03,Blanco,A-8,77,75,IRUN,-2.51322,43.17495
Amorebieta-Etxano,2007-09-21,21:29:55,Blanco,A-8,93,95,IRUN,-2.69249,43.19597
Amorebieta-Etxano,2007-09-21,21:29:55,Blanco,A-8,93,95,IRUN,-2.69249,43.19597
,2007-09-21,21:29:55,Blanco,A-8,93,95,IRUN,-2.69249,43.19597
,2007-09-21,21:31:03,Blanco,A-8,75,77,IRUN,-2.49062,43.17749
,2007-09-21,21:29:55,Blanco,A-8,93,94,IRUN,-2.69249,43.19597
,2007-09-21,21:31:03,Blanco,A-8,75,77,IRUN,-2.49062,43.17749
,2007-09-21,21:31:03,Blanco,A-8,75,77,IRUN,-2.49062,43.17749
,2007-09-21,21:31:03,Blanco,A-8,75,77,CANTABRIA,-2.49115,43.1774
,2007-09-21,21:29:55,Blanco,A-8,93,94,IRUN,-2.69249,43.19597
Alonsotegi,2007-09-21,10:10:29,Blanco,BI-636,4,4,CADAGUA,-2.964667,43.26813
Gees,2007-09-21,09:39:53,Amarillo,BI-3651,23,23,HERRERA (ZALLA),-3.12669,43.20633
Bilbao,2007-09-21,00:13:41,Amarillo,N-634,115,116,DONOSTIA/SAN SEBASTIN,-2.961871,43.26571
Santurtzi,2007-09-21,01:59:00,Blanco,N-644,131,131,Santurtzi,-3.047644,43.3378
,2007-09-21,00:13:41,Amarillo,N-634,115,116,DONOSTIA/SAN SEBASTIN,-2.961871,43.26571
Valle de Trpaga-Trapagaran,2007-09-20,23:16:07,Blanco,A-8,126,126,CANTABRIA,-3.02221,43.30038
Iurreta,2007-09-20,22:42:33,Blanco,A-8,88,88,IRUN,-2.63856,43.17918
Amorebieta-Etxano,2007-09-20,21:52:27,Amarillo,A-8,93,97,CANTABRIA,-2.69229,43.19591
Bilbao,2007-09-20,22:15:03,Blanco,A-8,113,113,CANTABRIA,-2.908069,43.23378
Amorebieta-Etxano,2007-09-20,21:52:27,Amarillo,A-8,93,97,CANTABRIA,-2.69229,43.19591
Amorebieta-Etxano,2007-09-20,21:52:27,Blanco,A-8,93,97,CANTABRIA,-2.69229,43.19591
Amorebieta-Etxano,2007-09-20,22:42:58,Amarillo,A-8,97,93,IRUN,-2.72596,43.2192
Iurreta,2007-09-20,22:42:33,Blanco,A-8,88,88,IRUN,-2.63856,43.17918
Bilbao,2007-09-20,22:15:03,Blanco,A-8,113,113,CANTABRIA,-2.908069,43.23378
Amorebieta-Etxano,2007-09-20,21:52:27,Blanco,A-8,93,97,CANTABRIA,-2.69229,43.19591
Amorebieta-Etxano,2007-09-20,21:52:27,Blanco,A-8,93,97,CANTABRIA,-2.69229,43.19591
Santurtzi,2007-09-20,20:57:02,Blanco,N-644,132,132,Bilbao,-3.04274,43.34047
Ortuella,2007-09-20,09:23:07,Blanco,A-8,127,127,IRUN,-3.02827,43.308
Bilbao,2007-09-19,23:01:15,Blanco,BI-604,3,3,ASUA,-2.948006,43.27291
Bilbao,2007-09-19,23:38:41,Blanco,N-634,116,116,DONOSTIA/SAN SEBASTIN,-2.9682,43.27338
,2007-09-19,23:38:41,Blanco,N-634,116,116,DONOSTIA/SAN SEBASTIN,-2.9682,43.27338
Iurreta,2007-09-19,23:14:35,Amarillo,A-8,89,93,CANTABRIA,-2.65028,43.18165
Bilbao,2007-09-19,22:11:13,Blanco,A-8,113,113,CANTABRIA,-2.908069,43.23378
Iurreta,2007-09-19,21:03:07,Amarillo,A-8,93,89,IRUN,-2.69249,43.19597
Iurreta,2007-09-19,21:03:07,Amarillo,A-8,93,89,IRUN,-2.69249,43.19597
Amorebieta-Etxano,2007-09-19,21:03:07,Amarillo,A-8,93,89,IRUN,-2.69249,43.19597
,2007-09-19,21:03:07,Amarillo,A-8,93,89,IRUN,-2.69249,43.19597
,2007-09-19,23:14:35,Amarillo,A-8,89,93,CANTABRIA,-2.65028,43.18165
,2007-09-19,21:03:07,Amarillo,A-8,93,89,IRUN,-2.69249,43.19597
Bilbao,2007-09-19,23:01:15,Blanco,BI-604,3,3,BILBAO,-2.948006,43.27291
Bilbao,2007-09-19,22:11:13,Blanco,A-8,113,113,CANTABRIA,-2.908069,43.23378
Amorebieta-Etxano,2007-09-19,21:03:07,Blanco,A-8,93,93,IRUN,-2.69249,43.19597
Bilbao,2007-09-19,21:03:07,Blanco,A-8,93,93,IRUN,-2.69249,43.19597
,2007-09-19,21:03:07,Blanco,A-8,93,93,IRUN,-2.69249,43.19597
,2007-09-19,21:03:07,Blanco,A-8,93,93,IRUN,-2.69249,43.19597
Santurtzi,2007-09-19,11:27:13,Blanco,A-8,129,129,IRUN,-3.0482,43.31625
Santurtzi,2007-09-19,11:27:13,Blanco,A-8,129,129,IRUN,-3.0482,43.31625
Muskiz,2007-09-19,08:23:25,Blanco,A-8,136,136,CANTABRIA,-3.11618,43.33962
Muskiz,2007-09-19,08:23:25,Blanco,A-8,136,136,CANTABRIA,-3.11618,43.33962
,2007-09-19,08:06:25,Blanco,AP-68,21,21,ZARAGOZA,-2.917043,43.07817
Bilbao,2007-09-19,00:59:43,Blanco,N-634,116,116,SANTANDER,-2.9682,43.27338
Muskiz,2007-09-18,23:57:51,Blanco,A-8,136,136,IRUN,-3.11643,43.33947
Bilbao,2007-09-18,22:26:32,Blanco,A-8,113,113,IRUN,-2.90804,43.23352
Amorebieta-Etxano,2007-09-18,21:53:28,Amarillo,A-8,91,93,IRUN,-2.67375,43.18718
Amorebieta-Etxano,2007-09-18,21:53:28,Amarillo,A-8,91,93,IRUN,-2.67375,43.18718
,2007-09-18,21:53:28,Amarillo,A-8,91,91,IRUN,-2.67375,43.18718
Bilbao,2007-09-18,22:26:32,Blanco,A-8,113,113,IRUN,-2.90804,43.23352
Bilbao,2007-09-18,22:26:32,Blanco,A-8,113,113,IRUN,-2.90804,43.23352
,2007-09-18,21:53:28,Blanco,A-8,91,91,IRUN,-2.67375,43.18718
Barakaldo,2007-09-18,03:46:34,Blanco,N-637,9,9,Barakaldo,-2.985246,43.29098
Erandio,2007-09-17,23:41:27,Blanco,N-637,12,12,Barakaldo,-2.954743,43.2993
Bilbao,2007-09-17,22:13:13,Blanco,A-8,113,113,IRUN,-2.90804,43.23352
Bilbao,2007-09-17,22:13:13,Blanco,A-8,113,113,CANTABRIA,-2.908069,43.23378
Bilbao,2007-09-17,22:13:13,Blanco,A-8,113,113,CANTABRIA,-2.908069,43.23378
Sestao,2007-09-17,08:21:27,Blanco,BI-644,10,10,SESTAO,-3.00785,43.29348
Basauri,2007-09-16,22:36:08,Amarillo,A-8,113,111,CANTABRIA,-2.908069,43.23378
Amorebieta-Etxano,2007-09-15,03:17:23,Amarillo,A-8,91,94,CANTABRIA,-2.67339,43.18732
Amorebieta-Etxano,2007-09-15,06:00:15,Amarillo,A-8,94,91,IRUN,-2.69938,43.20263
Amorebieta-Etxano,2007-09-15,03:17:23,Amarillo,A-8,91,94,CANTABRIA,-2.67339,43.18732
Zaldibar,2007-09-14,21:35:50,Amarillo,A-8,75,77,CANTABRIA,-2.49115,43.1774
Zaldibar,2007-09-14,21:38:01,Amarillo,A-8,77,75,IRUN,-2.51322,43.17495
Amorebieta-Etxano,2007-09-14,21:30:17,Amarillo,A-8,91,94,CANTABRIA,-2.67339,43.18732
Amorebieta-Etxano,2007-09-14,21:33:16,Amarillo,A-8,94,91,IRUN,-2.69938,43.20263
Amorebieta-Etxano,2007-09-14,22:48:57,Amarillo,A-8,100,88,IRUN,-2.75568,43.23077
Durango,2007-09-14,22:47:20,Amarillo,A-8,88,100,CANTABRIA,-2.63854,43.17931
Zaldibar,2007-09-14,21:35:50,Blanco,A-8,75,77,CANTABRIA,-2.49115,43.1774
Zaldibar,2007-09-14,21:38:01,Blanco,A-8,77,75,IRUN,-2.51322,43.17495
Amorebieta-Etxano,2007-09-14,21:30:17,Blanco,A-8,91,94,CANTABRIA,-2.67339,43.18732
Amorebieta-Etxano,2007-09-14,21:33:16,Blanco,A-8,94,91,IRUN,-2.69938,43.20263
Zaldibar,2007-09-14,21:35:50,Blanco,A-8,75,77,CANTABRIA,-2.49115,43.1774
Zaldibar,2007-09-14,21:38:01,Blanco,A-8,77,75,IRUN,-2.51322,43.17495
Zaldibar,2007-09-14,21:35:50,Blanco,A-8,75,77,CANTABRIA,-2.49115,43.1774
,2007-09-14,21:38:01,Blanco,A-8,77,75,IRUN,-2.51322,43.17495
,2007-09-14,21:38:01,Blanco,A-8,95,77,IRUN,-2.70806,43.20899
,2007-09-14,21:35:50,Blanco,A-8,77,95,CANTABRIA,-2.51305,43.17499
Amorebieta-Etxano,2007-09-14,21:33:16,Blanco,A-8,94,91,IRUN,-2.69938,43.20263
Amorebieta-Etxano,2007-09-14,21:30:17,Blanco,A-8,91,94,CANTABRIA,-2.67339,43.18732
,2007-09-14,21:35:50,Blanco,A-8,77,95,CANTABRIA,-2.51305,43.17499
,2007-09-14,21:38:01,Blanco,A-8,95,77,IRUN,-2.70806,43.20899
,2007-09-14,21:35:50,Blanco,A-8,77,95,CANTABRIA,-2.51305,43.17499
Amorebieta-Etxano,2007-09-14,21:33:16,Blanco,A-8,94,91,IRUN,-2.69938,43.20263
Amorebieta-Etxano,2007-09-14,21:30:17,Blanco,A-8,91,94,CANTABRIA,-2.67339,43.18732
Barakaldo,2007-09-14,09:46:32,Blanco,BI-4743,8,8,EL REGATO (BARAKALDO),-2.98935,43.28431
Bilbao,2007-08-16,10:16:59,Blanco,BI-631,0,0,Bermeo,-2.9302,43.24253
Larrabetzu,2007-09-14,09:51:10,Blanco,N-637,26,26,Barakaldo,-2.806856,43.2561
,2007-09-14,09:51:10,Blanco,N-637,26,26,Barakaldo,-2.806856,43.2561
Barakaldo,2007-09-14,09:46:32,Blanco,BI-4743,8,8,EL REGATO (BARAKALDO),-2.98935,43.28431
Amorebieta-Etxano,2007-09-13,20:41:27,Blanco,A-8,93,91,IRUN,-2.69249,43.19597
Amorebieta-Etxano,2007-09-13,20:41:27,Blanco,A-8,93,91,IRUN,-2.69249,43.19597
Amorebieta-Etxano,2007-09-13,20:36:29,Blanco,A-8,91,93,CANTABRIA,-2.67339,43.18732
Arrankudiaga,2007-09-14,03:07:05,Amarillo,AP-68,11,11,ZARAGOZA,-2.929267,43.15753
Arrankudiaga,2007-09-14,03:07:05,Amarillo,AP-68,11,11,ZARAGOZA,-2.929267,43.15753
Berriz,2007-09-13,20:37:41,Blanco,A-8,75,77,CANTABRIA,-2.49115,43.1774
Basauri,2007-09-13,22:13:13,Blanco,A-8,113,111,CANTABRIA,-2.908069,43.23378
Basauri,2007-09-13,22:12:21,Blanco,A-8,111,113,IRUN,-2.88343,43.2309
Durango,2007-09-13,20:41:27,Blanco,A-8,93,91,IRUN,-2.69249,43.19597
,2007-09-13,20:38:35,Blanco,A-8,77,75,IRUN,-2.51322,43.17495
Berriz,2007-09-13,20:37:41,Blanco,A-8,75,77,CANTABRIA,-2.49115,43.1774
,2007-09-13,20:36:29,Blanco,A-8,91,93,CANTABRIA,-2.67339,43.18732
,2007-09-13,20:36:29,Blanco,A-8,91,93,CANTABRIA,-2.67339,43.18732
Durango,2007-09-13,20:41:27,Blanco,A-8,93,91,IRUN,-2.69249,43.19597
Berriz,2007-09-13,20:37:41,Blanco,A-8,75,77,CANTABRIA,-2.49115,43.1774
,2007-09-13,20:38:35,Blanco,A-8,77,75,IRUN,-2.51322,43.17495
Berriz,2007-09-13,20:37:41,Blanco,A-8,75,77,CANTABRIA,-2.49115,43.1774
,2007-09-13,20:36:29,,A-8,91,93,CANTABRIA,-2.67339,43.18732
Getxo,2007-09-13,09:36:38,Blanco,BI-637,15,15,KUKULARRA,-2.99326,43.34514
Galdakao,2007-09-12,23:11:43,Blanco,N-634,103,103,DONOSTIA/SAN SEBASTIN,-2.861065,43.23255
Basauri,2007-09-12,22:12:44,Blanco,A-8,111,113,CANTABRIA,-2.883459,43.231
,2007-09-12,21:26:52,Blanco,A-8,75,77,CANTABRIA,-2.49115,43.1774
,2007-09-12,21:24:24,Blanco,A-8,77,75,IRUN,-2.51322,43.17495
,2007-09-12,21:20:01,Blanco,A-8,95,91,IRUN,-2.70806,43.20899
,2007-09-12,21:26:52,Blanco,A-8,75,77,CANTABRIA,-2.49115,43.1774
,2007-09-12,21:24:24,Blanco,A-8,77,75,IRUN,-2.51322,43.17495
,2007-09-12,21:26:52,Blanco,A-8,75,77,CANTABRIA,-2.49115,43.1774
,2007-09-12,21:24:24,Blanco,A-8,77,75,IRUN,-2.51322,43.17495
,2007-09-12,21:26:52,Blanco,A-8,75,77,CANTABRIA,-2.49115,43.1774
,2007-09-12,21:24:24,Blanco,A-8,77,75,IRUN,-2.51322,43.17495
Berriz,2007-09-12,21:20:01,Blanco,A-8,91,95,IRUN,-2.67375,43.18718
Berriz,2007-09-12,21:17:24,Blanco,A-8,91,95,CANTABRIA,-2.67339,43.18732
,2007-09-12,14:29:28,Blanco,BI-636,15,22,CADAGUA,-3.042474,43.20639
Basauri,2007-09-11,22:17:01,Blanco,A-8,111,113,IRUN,-2.88343,43.2309
Ermua,2007-09-11,21:57:59,Blanco,A-8,75,77,CANTABRIA,-2.49115,43.1774
Ermua,2007-09-11,21:56:47,Blanco,A-8,77,75,IRUN,-2.51322,43.17495
Ermua,2007-09-11,21:57:59,Blanco,A-8,75,77,CANTABRIA,-2.49115,43.1774
Ermua,2007-09-11,21:56:47,Blanco,A-8,77,75,IRUN,-2.51322,43.17495
Leioa,2007-09-11,10:47:01,Blanco,BI-637,9,9,KURTXES(BERANGO),-2.96194,43.30914
Bilbao,2007-09-11,00:49:59,Amarillo,BI-631,5,6,Bermeo,-2.89785,43.26284
Bilbao,2007-09-10,23:20:26,Amarillo,A-8,113,113,IRUN,-2.90804,43.23352
Ermua,2007-09-10,21:33:04,Blanco,A-8,77,75,IRUN,-2.51322,43.17495
Ermua,2007-09-10,21:33:04,Blanco,A-8,77,75,IRUN,-2.51322,43.17495
Ermua,2007-09-10,21:35:52,Blanco,A-8,75,77,CANTABRIA,-2.49115,43.1774
Ermua,2007-09-10,21:35:52,Blanco,A-8,75,77,CANTABRIA,-2.49115,43.1774
Ermua,2007-09-10,21:33:04,Blanco,A-8,77,75,IRUN,-2.51322,43.17495
Ermua,2007-09-10,21:33:04,Blanco,A-8,77,75,IRUN,-2.51322,43.17495
Amorebieta-Etxano,2007-09-10,21:25:42,Blanco,A-8,95,93,IRUN,-2.70806,43.20899
Amorebieta-Etxano,2007-09-10,21:25:42,Blanco,A-8,95,93,IRUN,-2.70806,43.20899
Amorebieta-Etxano,2007-09-10,20:55:03,Blanco,A-8,93,95,CANTABRIA,-2.69229,43.19591
Amorebieta-Etxano,2007-09-10,20:55:03,Blanco,A-8,93,95,CANTABRIA,-2.69229,43.19591
Amorebieta-Etxano,2007-09-10,20:55:03,Blanco,A-8,93,95,CANTABRIA,-2.69229,43.19591
Basauri,2007-09-09,22:28:25,Blanco,A-8,111,113,CANTABRIA,-2.883459,43.231
Basauri,2007-09-09,22:27:46,Blanco,A-8,113,111,IRUN,-2.90804,43.23352
Bilbao,2007-09-07,08:47:32,Amarillo,BI-631,6,6,Bermeo,-2.90798,43.26513
Amorebieta-Etxano,2007-09-08,00:23:00,Blanco,A-8,95,93,CANTABRIA,-2.70783,43.20903
Amorebieta-Etxano,2007-09-08,00:20:51,Blanco,A-8,93,95,CANTABRIA,-2.69229,43.19591
Bilbao,2007-09-07,08:47:32,Amarillo,BI-631,6,6,Bermeo,-2.90798,43.26513
Amorebieta-Etxano,2007-09-08,00:23:00,Blanco,A-8,95,93,CANTABRIA,-2.70783,43.20903
Amorebieta-Etxano,2007-09-08,00:20:51,Blanco,A-8,93,95,CANTABRIA,-2.69229,43.19591
,2007-09-07,14:25:20,Blanco,BI-631,1,1,Bilbao,-2.92268,43.24787
Bilbao,2007-09-07,09:48:14,Amarillo,BI-631,1,1,Bilbao,-2.92268,43.24787
Bilbao,2007-09-07,09:48:14,Amarillo,BI-631,1,1,Bilbao,-2.92268,43.24787
Gees,2007-09-07,09:05:12,Blanco,BI-636,15,15,BILBAO,-3.042234,43.20626
Bilbao,2007-09-07,08:47:32,Amarillo,BI-631,6,6,Bermeo,-2.90798,43.26513
,2007-09-07,01:14:49,Blanco,BI-631,5,5,Bermeo,-2.89785,43.26284
Gees,2007-09-06,22:58:00,Blanco,BI-636,17,17,BILBAO,-3.05277,43.19161
Amorebieta-Etxano,2007-09-06,22:04:30,Amarillo,A-8,89,94,CANTABRIA,-2.65028,43.18165
Ermua,2007-09-06,22:06:59,Blanco,A-8,77,75,IRUN,-2.51322,43.17495
Bilbao,2007-09-06,22:25:17,Blanco,A-8,116,116,CANTABRIA,-2.93578,43.2479
Ermua,2007-09-06,22:06:59,Blanco,A-8,77,75,IRUN,-2.51322,43.17495
Amorebieta-Etxano,2007-09-06,22:04:30,Amarillo,A-8,89,94,CANTABRIA,-2.65028,43.18165
Basauri,2007-09-06,22:15:07,Blanco,A-8,113,111,IRUN,-2.90804,43.23352
Ermua,2007-09-06,22:06:59,Blanco,A-8,77,75,IRUN,-2.51322,43.17495
Amorebieta-Etxano,2007-09-06,22:04:30,Amarillo,A-8,89,94,CANTABRIA,-2.65028,43.18165
Bilbao,2007-09-05,23:21:11,Blanco,A-8,117,117,CANTABRIA,-2.94514,43.25163
Barakaldo,2007-09-05,23:40:18,Blanco,N-637,9,9,Barakaldo,-2.985246,43.29098
Bilbao,2007-09-05,22:12:48,Blanco,A-8,113,113,CANTABRIA,-2.908069,43.23378
Bilbao,2007-09-05,23:21:11,Blanco,A-8,117,117,CANTABRIA,-2.94514,43.25163
Ermua,2007-09-05,23:12:24,Blanco,A-8,77,75,IRUN,-2.51322,43.17495
,2007-09-05,23:12:24,Blanco,A-8,77,75,IRUN,-2.51322,43.17495
Gees,2007-09-05,23:12:00,Blanco,BI-636,16,16,BILBAO,-3.04163,43.19785
,2007-09-05,23:10:36,Blanco,A-8,94,95,CANTABRIA,-2.69917,43.20269
Amorebieta-Etxano,2007-09-05,23:08:37,Blanco,A-8,95,94,IRUN,-2.70806,43.20899
Amorebieta-Etxano,2007-09-05,23:05:49,Blanco,A-8,94,95,CANTABRIA,-2.69917,43.20269
Amorebieta-Etxano,2007-09-05,23:05:49,Blanco,A-8,94,95,CANTABRIA,-2.69917,43.20269
Amorebieta-Etxano,2007-09-05,23:05:49,Blanco,A-8,94,95,CANTABRIA,-2.69917,43.20269
Bilbao,2007-09-05,22:12:48,Blanco,A-8,113,113,CANTABRIA,-2.908069,43.23378
,2007-09-05,11:48:23,Blanco,A-8,0,0,IRUN,-1.75347,43.33959
Bilbao,2007-09-05,08:56:23,Amarillo,BI-631,6,6,Bermeo,-2.90798,43.26513
Gees,2007-09-05,00:58:33,Blanco,BI-636,16,16,BILBAO,-3.04163,43.19785
Muskiz,2007-09-04,23:33:01,Blanco,A-8,138,136,IRUN,-3.139557,43.34269
Muskiz,2007-09-04,23:33:01,Blanco,A-8,138,136,IRUN,-3.139557,43.34269
,2007-09-04,23:32:42,Blanco,N-637,19,19,Galdakao,-2.882045,43.28189
Barakaldo,2007-09-04,23:14:40,Blanco,A-8,124,124,IRUN,-3.005,43.28859
Amorebieta-Etxano,2007-09-04,22:33:21,Blanco,A-8,95,93,IRUN,-2.70806,43.20899
Bilbao,2007-09-04,22:18:00,Blanco,A-8,113,113,IRUN,-2.90804,43.23352
Ermua,2007-09-04,21:42:17,Amarillo,A-8,77,75,IRUN,-2.51322,43.17495
Bilbao,2007-08-16,10:16:59,Blanco,BI-631,0,0,Bermeo,-2.9302,43.24253
Bilbao,2007-06-25,10:30:04,Blanco,BI-3742,6,7,KASTRESANA,-2.97362,43.26924
Erandio,2007-06-21,22:55:12,Blanco,BI-604,4,5,ASUA,-2.95606,43.27935
Abadio,2007-02-14,09:31:51,Blanco,BI-3323,31,31,ABADIO,-2.61036,43.16851
Gees,2007-09-05,00:58:33,Blanco,BI-636,16,16,BILBAO,-3.04163,43.19785
Bilbao,2007-08-16,10:16:59,Blanco,BI-631,0,0,Bermeo,-2.9302,43.24253
Muskiz,2007-09-04,23:33:01,Blanco,A-8,138,136,IRUN,-3.139557,43.34269
,2007-09-04,23:32:42,Blanco,N-637,19,19,Galdakao,-2.882045,43.28189
Ermua,2007-09-04,21:42:17,Amarillo,A-8,77,75,IRUN,-2.51322,43.17495
