poblacion,fecha,hora,nivel,carretera,pk_inicial,pk_final,sentido,longitud,latitud
,2007-05-30,08:52:09,Blanco,N-637,27,27,Galdakao,-2.803451,43.24778
Abadio,2007-05-30,07:37:54,Blanco,BI-636,15,15,BILBAO,-3.042234,43.20626
,2007-05-30,07:37:54,Blanco,BI-636,15,15,BILBAO,-3.042234,43.20626
,2007-05-30,03:54:23,Blanco,BI-637,15,15,KUKULARRA,-2.99326,43.34514
,2007-05-29,23:11:52,Blanco,N-634,96,96,DONOSTIA/SAN SEBASTIN,-2.78402,43.23083
Bilbao,2007-05-30,00:13:37,Blanco,A-8,120,120,CANTABRIA,-2.9675,43.27193
,2007-05-29,23:11:52,Blanco,N-634,96,97,SANTANDER,-2.78402,43.23083
Durango,2007-05-29,22:55:30,Amarillo,N-634,82,82,DONOSTIA/SAN SEBASTIN,-2.644877,43.17691
Alonsotegi,2007-05-29,11:48:51,Blanco,BI-636,10,10,CADAGUA,-3.004373,43.23614
,2007-05-29,11:48:51,Blanco,BI-636,10,10,CADAGUA,-3.004373,43.23614
,2007-05-29,11:48:51,Blanco,BI-636,10,10,CADAGUA,-3.004373,43.23614
Larrabetzu,2007-05-29,09:05:15,Blanco,N-637,27,27,Galdakao,-2.803451,43.24778
,2007-05-29,08:53:47,Blanco,A-8,136,136,CANTABRIA,-3.11618,43.33962
Galdakao,2007-05-28,09:03:05,Blanco,N-637,28,28,Barakaldo,-2.802005,43.23886
,2007-05-28,09:03:05,Blanco,N-637,28,28,Barakaldo,-2.802005,43.23886
,2007-05-26,08:16:45,Blanco,BI-631,1,1,Bermeo,-2.92278,43.24772
Bilbao,2007-05-23,23:02:20,Blanco,BI-631,1,1,Bilbao,-2.92268,43.24787
,2007-05-23,15:24:41,Amarillo,BI-636,19,19,CADAGUA,-3.07241,43.19688
Balmaseda,2007-05-23,09:58:05,Blanco,BI-636,16,16,BILBAO,-3.04163,43.19785
Gees,2007-05-22,23:13:26,Blanco,BI-636,15,15,BILBAO,-3.042234,43.20626
Gordexola,2007-05-23,02:41:54,Blanco,BI-636,17,17,BILBAO,-3.05277,43.19161
Gees,2007-05-22,23:13:26,Blanco,BI-636,15,15,CADAGUA,-3.042474,43.20639
Bilbao,2007-05-22,22:04:54,Blanco,BI-631,1,1,Bermeo,-2.92278,43.24772
Alonsotegi,2007-05-22,23:13:26,Blanco,BI-636,15,15,CADAGUA,-3.042474,43.20639
,2007-05-22,22:04:54,Blanco,BI-631,1,1,Bermeo,-2.92278,43.24772
Bilbao,2007-05-21,21:56:21,Blanco,BI-631,0,0,Bermeo,-2.9302,43.24253
Bilbao,2007-05-21,22:53:28,Blanco,BI-604,3,3,ASUA,-2.948006,43.27291
Bilbao,2007-05-21,22:53:28,Blanco,BI-604,3,3,ASUA,-2.948006,43.27291
Bilbao,2007-05-21,22:53:28,Blanco,BI-604,3,3,ASUA,-2.948006,43.27291
Bilbao,2007-05-21,22:53:28,Blanco,BI-604,3,3,ASUA,-2.948006,43.27291
Arrankudiaga,2007-05-21,09:07:44,Blanco,AP-68,21,21,ZARAGOZA,-2.917043,43.07817
,2007-05-20,22:24:07,Blanco,BI-631,1,1,Bilbao,-2.92268,43.24787
,2007-05-20,22:24:07,Blanco,BI-631,1,1,Bermeo,-2.92278,43.24772
,2007-05-20,22:24:07,Blanco,BI-631,1,1,Bermeo,-2.92278,43.24772
Bilbao,2007-05-21,00:03:53,Blanco,A-8,117,117,CANTABRIA,-2.94514,43.25163
,2007-05-20,22:24:07,Blanco,BI-631,1,1,Bermeo,-2.92278,43.24772
Barakaldo,2007-05-19,08:20:03,Blanco,N-637,10,10,Barakaldo,-2.973928,43.29555
Santurtzi,2007-05-19,08:19:04,Blanco,N-644,130,130,Santurtzi,-3.04264,43.32942
Santurtzi,2007-05-18,09:21:53,Blanco,N-644,131,131,Santurtzi,-3.047644,43.3378
Santurtzi,2007-05-18,09:21:53,Blanco,N-644,131,131,Santurtzi,-3.047644,43.3378
,2007-05-18,02:35:53,Blanco,A-8,107,107,CANTABRIA,-2.838,43.23188
,2007-05-18,01:02:33,Blanco,N-637,10,10,Galdakao,-2.97405,43.29526
Bilbao,2007-05-17,22:13:33,Blanco,BI-631,1,0,Bilbao,-2.92268,43.24787
Zamudio,2007-05-17,16:09:35,Blanco,N-637,21,21,Barakaldo,-2.860789,43.27315
Zamudio,2007-05-17,14:34:34,Blanco,N-637,22,22,Barakaldo,-2.849439,43.27029
Lezama,2007-05-17,11:35:51,Blanco,N-637,21,21,Galdakao,-2.860746,43.27302
Getxo,2007-05-17,10:56:13,Blanco,BI-637,17,17,KURTXES(BERANGO),-3.00117,43.36139
,2007-05-17,10:56:13,Blanco,BI-637,17,17,KURTXES(BERANGO),-3.00117,43.36139
Muskiz,2007-05-17,10:46:34,Blanco,A-8,139,139,IRUN,-3.1511,43.34147
Arrigorriaga,2007-05-17,09:28:14,Blanco,AP-68,3,3,BILBAO,-2.89872,43.21586
Lezama,2007-05-17,08:29:03,Blanco,N-637,22,22,Barakaldo,-2.849439,43.27029
,2007-05-16,23:33:06,Blanco,N-637,10,10,Galdakao,-2.97405,43.29526
,2007-05-16,23:33:06,Blanco,N-637,10,10,Galdakao,-2.97405,43.29526
,2007-05-16,22:10:40,Blanco,BI-631,0,1,Bilbao,-2.93064,43.24274
,2007-05-16,08:43:50,Blanco,N-637,22,22,Barakaldo,-2.849439,43.27029
,2007-05-15,23:27:23,Blanco,A-8,126,126,CANTABRIA,-3.02221,43.30038
,2007-05-15,22:47:49,Blanco,N-634,101,101,DONOSTIA/SAN SEBASTIN,-2.838604,43.22767
Bilbao,2007-05-15,21:55:20,Blanco,BI-631,1,0,Bilbao,-2.92268,43.24787
Galdakao,2007-05-15,21:44:28,Blanco,A-8,107,107,IRUN,-2.83822,43.23178
Orozko,2007-05-15,12:13:33,Blanco,AP-68,16,16,BILBAO,-2.916313,43.12145
Arrigorriaga,2007-05-15,10:15:16,Blanco,AP-68,6,6,BILBAO,-2.895705,43.19079
Muskiz,2007-05-15,11:10:25,Blanco,A-8,139,139,IRUN,-3.1511,43.34147
Arrigorriaga,2007-05-15,10:15:16,Blanco,AP-68,6,6,BILBAO,-2.895705,43.19079
Orozko,2007-05-15,09:32:55,Blanco,AP-68,17,17,BILBAO,-2.91414,43.11255
Valle de Trpaga-Trapagaran,2007-05-14,00:15:14,Blanco,A-8,126,126,IRUN,-3.02248,43.30032
Bilbao,2007-05-14,23:26:12,Blanco,A-8,116,116,CANTABRIA,-2.93578,43.2479
Bilbao,2007-05-14,23:12:29,Blanco,BI-631,1,1,Bilbao,-2.92268,43.24787
Galdakao,2007-05-14,22:30:00,Blanco,N-634,101,101,DONOSTIA/SAN SEBASTIN,-2.838604,43.22767
Bilbao,2007-05-14,08:43:43,Blanco,BI-636,7,7,BILBAO,-2.974041,43.25064
Bilbao,2007-05-14,08:43:43,Blanco,BI-636,7,7,BILBAO,-2.974041,43.25064
Barakaldo,2007-05-14,00:15:14,Blanco,A-8,126,126,IRUN,-3.02248,43.30032
Basauri,2007-05-14,00:16:38,Blanco,N-634,106,105,DONOSTIA/SAN SEBASTIN,-2.889185,43.24773
,2007-05-14,00:16:38,Blanco,N-634,106,105,DONOSTIA/SAN SEBASTIN,-2.889185,43.24773
Bilbao,2007-05-14,00:15:14,Blanco,A-8,126,126,IRUN,-3.02248,43.30032
Bilbao,2007-05-14,00:15:14,Blanco,A-8,126,126,IRUN,-3.02248,43.30032
Leioa,2007-05-13,22:35:47,Blanco,BI-637,13,13,KURTXES(BERANGO),-2.99622,43.33024
,2007-05-11,07:41:01,Amarillo,N-644,130,132,Santurtzi,-3.04264,43.32942
Amorebieta-Etxano,2007-05-11,01:34:39,Blanco,N-634,87,87,DONOSTIA/SAN SEBASTIN,-2.69379,43.1934
,2007-05-11,01:34:39,Blanco,N-634,87,87,DONOSTIA/SAN SEBASTIN,-2.69379,43.1934
Barakaldo,2007-05-11,00:05:39,Blanco,N-637,8,8,Galdakao,-2.98645,43.28509
Barakaldo,2007-05-10,23:37:27,Blanco,A-8,126,126,CANTABRIA,-3.02221,43.30038
Bilbao,2007-05-10,23:37:27,Blanco,A-8,126,126,CANTABRIA,-3.02221,43.30038
Bilbao,2007-05-10,23:37:27,Blanco,A-8,126,126,CANTABRIA,-3.02221,43.30038
Galdakao,2007-05-10,23:07:54,Blanco,N-634,106,107,DONOSTIA/SAN SEBASTIN,-2.889185,43.24773
Arrigorriaga,2007-05-10,16:16:11,Blanco,AP-68,10,10,ZARAGOZA,-2.920465,43.1638
,2007-05-10,08:30:29,Blanco,AP-68,10,10,BILBAO,-2.920572,43.16348
,2007-05-10,08:30:29,Blanco,AP-68,10,10,BILBAO,-2.920572,43.16348
,2007-05-10,08:30:29,Blanco,AP-68,6,6,BILBAO,-2.895705,43.19079
,2007-05-10,08:30:29,Blanco,AP-68,6,6,BILBAO,-2.895705,43.19079
Santurtzi,2007-05-10,08:30:19,Blanco,N-644,132,132,Santurtzi,-3.04274,43.34047
"Etxebarri, Ant S. Esteban-Etxebarri D. E.",2007-05-09,23:16:23,Blanco,N-634,105,106,DONOSTIA/SAN SEBASTIN,-2.878493,43.24412
,2007-05-09,22:17:14,Blanco,N-634,88,89,SANTANDER,-2.703627,43.19825
,2007-05-09,10:01:26,Blanco,AP-68,9,9,BILBAO,-2.91544,43.17173
,2007-05-09,09:24:45,Amarillo,N-644,130,131,Santurtzi,-3.04264,43.32942
Muskiz,2007-05-08,23:41:29,Blanco,A-8,134,134,CANTABRIA,-3.09936,43.33059
Muskiz,2007-05-08,23:41:29,Blanco,A-8,134,134,CANTABRIA,-3.09936,43.33059
,2007-05-08,23:02:57,Blanco,N-634,105,106,DONOSTIA/SAN SEBASTIN,-2.878493,43.24412
Amorebieta-Etxano,2007-05-08,22:27:36,Amarillo,N-634,93,93,SANTANDER,-2.74404,43.22788
Galdakao,2007-05-08,22:07:21,Blanco,N-634,89,90,DONOSTIA/SAN SEBASTIN,-2.712898,43.20358
,2007-05-08,08:24:55,Blanco,AP-68,13,13,BILBAO,-2.9368,43.14298
Amorebieta-Etxano,2007-05-08,12:37:39,Blanco,N-634,84,84,DONOSTIA/SAN SEBASTIN,-2.66699,43.18466
,2007-05-08,10:12:52,Blanco,BI-636,17,17,BILBAO,-3.05277,43.19161
,2007-05-08,08:24:55,Blanco,AP-68,13,13,BILBAO,-2.9368,43.14298
,2007-05-08,08:15:13,Amarillo,N-644,130,130,Santurtzi,-3.04264,43.32942
,2007-05-08,08:15:13,Blanco,N-644,130,130,Santurtzi,-3.04264,43.32942
Amorebieta-Etxano,2007-05-08,01:42:11,Blanco,N-634,88,90,SANTANDER,-2.703627,43.19825
,2007-05-08,01:42:11,Blanco,N-634,88,90,SANTANDER,-2.703627,43.19825
Leioa,2007-05-08,00:15:17,Blanco,BI-637,8,8,KUKULARRA,-2.96382,43.30131
Basauri,2007-05-07,22:52:33,Blanco,N-634,102,103,DONOSTIA/SAN SEBASTIN,-2.849825,43.23083
,2007-05-07,22:52:33,Blanco,N-634,102,103,DONOSTIA/SAN SEBASTIN,-2.849825,43.23083
Basauri,2007-05-07,20:56:58,Blanco,A-8,110,106,CANTABRIA,-2.87165,43.23132
Gees,2007-05-07,10:48:22,Amarillo,BI-636,16,16,CADAGUA,-3.04163,43.19785
,2007-05-07,10:48:22,Amarillo,BI-636,16,16,CADAGUA,-3.04163,43.19785
,2007-05-07,09:14:15,Blanco,AP-68,13,13,BILBAO,-2.9368,43.14298
Santurtzi,2007-05-07,09:09:32,Blanco,N-644,131,131,Santurtzi,-3.047644,43.3378
Galdakao,2007-05-07,08:53:51,Amarillo,N-634,116,116,SANTANDER,-2.9682,43.27338
Galdakao,2007-05-06,23:36:12,Blanco,N-634,102,103,DONOSTIA/SAN SEBASTIN,-2.849825,43.23083
,2007-05-06,23:36:12,Blanco,N-634,102,103,DONOSTIA/SAN SEBASTIN,-2.849825,43.23083
Amorebieta-Etxano,2007-05-06,22:14:52,Blanco,N-634,88,88,DONOSTIA/SAN SEBASTIN,-2.703627,43.19825
Galdakao,2007-05-06,21:50:35,Blanco,A-8,106,110,IRUN,-2.82678,43.22982
Alonsotegi,2007-05-06,21:50:35,Blanco,A-8,106,110,IRUN,-2.82678,43.22982
Alonsotegi,2007-05-06,21:50:35,Blanco,A-8,106,110,IRUN,-2.82678,43.22982
Sondika,2007-05-05,08:18:49,Blanco,N-637,15,15,Barakaldo,-2.925991,43.28567
Barakaldo,2007-05-02,22:23:38,Blanco,BI-745,10,10,TRAPAGARAN,-3.01259,43.29893
,2007-05-04,11:34:51,Blanco,N-644,131,131,Santurtzi,-3.047644,43.3378
,2007-05-04,11:34:51,Blanco,N-644,131,131,Bilbao,-3.047636,43.33763
Santurtzi,2007-05-04,11:34:51,Blanco,A-8,131,131,CANTABRIA,-3.06688,43.32718
Galdakao,2007-05-03,23:21:51,Blanco,N-634,102,102,DONOSTIA/SAN SEBASTIN,-2.849825,43.23083
,2007-05-03,23:21:51,Blanco,N-634,102,102,DONOSTIA/SAN SEBASTIN,-2.849825,43.23083
Galdakao,2007-05-03,23:10:12,Blanco,A-8,105,109,CANTABRIA,-2.815033,43.2323
Bilbao,2007-05-03,22:11:25,Blanco,A-8,115,115,IRUN,-2.92753,43.24161
Santurtzi,2007-05-03,21:09:47,Blanco,N-644,132,132,Bilbao,-3.04274,43.34047
Galdakao,2007-05-03,22:35:35,Blanco,N-634,101,101,SANTANDER,-2.838604,43.22767
Bilbao,2007-05-03,22:11:25,Blanco,A-8,115,115,IRUN,-2.92753,43.24161
Bilbao,2007-05-03,22:11:25,Blanco,A-8,115,115,IRUN,-2.92753,43.24161
Santurtzi,2007-05-03,21:09:47,Blanco,N-644,132,132,Bilbao,-3.04274,43.34047
Santurtzi,2007-05-03,07:52:48,Blanco,N-644,130,132,Bilbao,-3.04283,43.32948
Galdakao,2007-05-02,23:22:25,Blanco,N-634,100,101,SANTANDER,-2.828036,43.23189
Galdakao,2007-05-02,23:22:25,Blanco,N-634,100,101,DONOSTIA/SAN SEBASTIN,-2.828036,43.23189
Galdakao,2007-05-02,22:10:30,Blanco,N-634,101,101,DONOSTIA/SAN SEBASTIN,-2.838604,43.22767
Leioa,2007-05-02,23:07:46,Blanco,BI-637,13,13,KUKULARRA,-2.99625,43.33018
Leioa,2007-05-02,23:07:46,Blanco,BI-637,13,13,KUKULARRA,-2.99625,43.33018
Galdakao,2007-05-02,22:38:02,Blanco,A-8,105,109,CANTABRIA,-2.815033,43.2323
Barakaldo,2007-05-02,22:23:38,Blanco,BI-745,10,10,TRAPAGARAN,-3.01259,43.29893
Galdakao,2007-05-02,22:10:30,Blanco,N-634,101,101,DONOSTIA/SAN SEBASTIN,-2.838604,43.22767
Bilbao,2007-05-02,21:52:55,Blanco,A-8,115,115,IRUN,-2.92753,43.24161
Arrigorriaga,2007-05-02,10:11:18,Blanco,AP-68,2,2,BILBAO,-2.90963,43.21954
Galdakao,2007-05-02,00:39:46,Blanco,N-634,98,100,DONOSTIA/SAN SEBASTIN,-2.80671,43.23633
Galdakao,2007-05-02,00:39:46,Blanco,N-634,98,100,DONOSTIA/SAN SEBASTIN,-2.80671,43.23633
,2007-05-02,00:39:46,Blanco,N-634,98,100,DONOSTIA/SAN SEBASTIN,-2.80671,43.23633
Galdakao,2007-05-01,23:49:36,Amarillo,A-8,105,109,CANTABRIA,-2.815033,43.2323
,2007-04-27,21:47:43,Blanco,A-8,105,109,CANTABRIA,-2.815033,43.2323
Alonsotegi,2007-04-27,09:49:55,Blanco,BI-636,8,9,CADAGUA,-2.983028,43.24574
,2007-04-27,09:49:55,Blanco,BI-636,8,9,CADAGUA,-2.983028,43.24574
,2007-04-27,09:49:55,Blanco,BI-636,8,9,CADAGUA,-2.983028,43.24574
Bilbao,2007-04-27,08:47:36,Blanco,AP-68,3,3,BILBAO,-2.89872,43.21586
Bilbao,2007-04-27,07:57:50,Blanco,BI-631,1,1,Bilbao,-2.92268,43.24787
Galdakao,2007-04-26,22:11:35,Blanco,N-634,101,101,SANTANDER,-2.838604,43.22767
Bilbao,2007-04-26,21:19:10,Blanco,A-8,115,115,IRUN,-2.92753,43.24161
,2007-04-26,21:03:27,Blanco,A-8,105,109,CANTABRIA,-2.815033,43.2323
,2007-04-26,12:05:32,Blanco,AP-68,20,20,BILBAO,-2.915015,43.08647
,2007-04-26,12:05:32,Blanco,AP-68,20,20,BILBAO,-2.915015,43.08647
Lemoa,2007-04-26,12:00:26,Blanco,N-240,16,16,BILBAO,-2.644393,42.97736
,2007-04-26,11:49:06,Blanco,N-637,19,19,Galdakao,-2.882045,43.28189
"Etxebarri, Ant S. Esteban-Etxebarri D. E.",2007-04-25,22:19:41,Blanco,N-634,101,101,DONOSTIA/SAN SEBASTIN,-2.838604,43.22767
"Etxebarri, Ant S. Esteban-Etxebarri D. E.",2007-04-25,22:19:41,Blanco,N-634,101,101,DONOSTIA/SAN SEBASTIN,-2.838604,43.22767
Bilbao,2007-04-25,22:51:57,Blanco,A-8,118,118,CANTABRIA,-2.95336,43.25788
"Etxebarri, Ant S. Esteban-Etxebarri D. E.",2007-04-25,22:19:41,Blanco,N-634,101,101,DONOSTIA/SAN SEBASTIN,-2.838604,43.22767
Bilbao,2007-04-25,21:38:10,Blanco,A-8,115,115,IRUN,-2.92753,43.24161
Bilbao,2007-04-25,09:13:33,Blanco,A-8,117,117,CANTABRIA,-2.94514,43.25163
Bilbao,2007-04-24,21:01:37,Blanco,A-8,115,115,IRUN,-2.92753,43.24161
Santurtzi,2007-04-24,17:57:40,Blanco,N-644,130,130,Santurtzi,-3.04264,43.32942
Arrigorriaga,2007-04-24,08:04:30,Blanco,AP-68,8,8,BILBAO,-2.9047,43.17565
,2007-04-24,09:05:47,Blanco,A-8,134,134,IRUN,-3.09974,43.33071
Mungia,2007-04-24,08:20:55,Blanco,BI-631,4,4,Bermeo,-2.89591,43.25567
,2007-04-24,08:04:30,Blanco,AP-68,8,8,BILBAO,-2.9047,43.17565
,2007-04-23,22:02:03,Blanco,N-634,101,101,DONOSTIA/SAN SEBASTIN,-2.838604,43.22767
Bilbao,2007-04-23,21:55:54,Blanco,A-8,115,115,IRUN,-2.92753,43.24161
,2007-04-23,22:02:03,Blanco,N-634,101,101,DONOSTIA/SAN SEBASTIN,-2.838604,43.22767
Bilbao,2007-04-23,21:55:54,Blanco,A-8,115,115,IRUN,-2.92753,43.24161
Arrigorriaga,2007-04-23,07:36:01,Blanco,AP-68,8,8,BILBAO,-2.9047,43.17565
Berriz,2007-04-10,13:56:14,Blanco,A-8,80,80,IRUN,-2.54562,43.16778
Barakaldo,2007-04-23,08:57:23,Blanco,A-8,134,134,IRUN,-3.09974,43.33071
,2007-04-23,07:36:01,Blanco,AP-68,8,8,BILBAO,-2.9047,43.17565
Arrigorriaga,2007-04-23,06:37:14,Blanco,AP-68,7,7,ZARAGOZA,-2.896885,43.18242
Arrigorriaga,2007-04-23,06:37:14,Blanco,AP-68,6,6,ZARAGOZA,-2.89627,43.19152
Bilbao,2007-04-22,21:52:40,Blanco,A-8,115,115,IRUN,-2.92753,43.24161
Galdakao,2007-04-21,19:12:54,Amarillo,A-8,109,109,IRUN,-2.86022,43.23465
Galdakao,2007-04-21,08:28:27,Blanco,A-8,109,109,IRUN,-2.86022,43.23465
Bilbao,2007-04-21,07:36:30,Blanco,A-8,115,115,IRUN,-2.92753,43.24161
Berriz,2007-04-20,10:15:22,Amarillo,A-8,80,80,CANTABRIA,-2.545388,43.16788
Bilbao,2007-04-20,08:47:47,Blanco,BI-631,4,4,Bermeo,-2.89591,43.25567
,2007-04-20,08:47:47,Blanco,BI-631,4,4,Bermeo,-2.89591,43.25567
Basauri,2007-04-20,00:13:30,Blanco,A-8,111,113,CANTABRIA,-2.883459,43.231
Bilbao,2007-04-19,23:59:02,Blanco,A-8,116,118,CANTABRIA,-2.93578,43.2479
Durango,2007-04-19,23:49:29,Blanco,A-8,107,105,IRUN,-2.83822,43.23178
Amorebieta-Etxano,2007-04-19,23:48:14,Blanco,A-8,101,100,IRUN,-2.76907,43.23126
Bilbao,2007-04-18,22:34:06,Rojo,A-8,118,116,CANTABRIA,-2.95336,43.25788
Bilbao,2007-04-19,15:27:19,Amarillo,A-8,118,118,CANTABRIA,-2.95336,43.25788
Bilbao,2007-04-19,15:27:19,Amarillo,A-8,118,118,CANTABRIA,-2.95336,43.25788
Bilbao,2007-04-18,22:34:06,Rojo,A-8,118,116,CANTABRIA,-2.95336,43.25788
Bilbao,2007-04-18,22:34:06,Rojo,A-8,118,116,CANTABRIA,-2.95336,43.25788
Bilbao,2007-04-18,22:34:06,Rojo,A-8,118,116,CANTABRIA,-2.95336,43.25788
Bilbao,2007-04-19,15:27:19,Rojo,A-8,118,118,CANTABRIA,-2.95336,43.25788
Bilbao,2007-04-19,15:27:19,Rojo,A-8,118,118,CANTABRIA,-2.95336,43.25788
Bilbao,2007-04-18,22:34:06,Rojo,A-8,118,116,CANTABRIA,-2.95336,43.25788
Bilbao,2007-04-19,15:27:19,Rojo,A-8,118,118,CANTABRIA,-2.95336,43.25788
Bilbao,2007-04-18,22:34:06,Rojo,A-8,118,116,CANTABRIA,-2.95336,43.25788
Bilbao,2007-04-19,15:27:19,Rojo,A-8,118,118,CANTABRIA,-2.95336,43.25788
Bilbao,2007-04-18,22:34:06,Rojo,A-8,118,116,CANTABRIA,-2.95336,43.25788
Bilbao,2007-04-18,22:34:06,Rojo,A-8,118,116,IRUN,-2.95362,43.2578
Bilbao,2007-04-18,22:34:06,Rojo,A-8,118,116,IRUN,-2.95362,43.2578
Bilbao,2007-04-18,22:34:06,Rojo,A-8,118,116,IRUN,-2.95362,43.2578
Bilbao,2007-04-18,22:34:06,Rojo,A-8,118,116,IRUN,-2.95362,43.2578
Bilbao,2007-04-18,22:34:06,Rojo,A-8,118,116,IRUN,-2.95362,43.2578
Bilbao,2007-04-18,22:34:06,Negro,A-8,118,116,IRUN,-2.95362,43.2578
Mungia,2007-04-19,09:54:32,Blanco,BI-631,5,5,Bermeo,-2.89785,43.26284
Bilbao,2007-04-18,22:34:06,Negro,A-8,118,116,IRUN,-2.95362,43.2578
Bilbao,2007-04-18,22:34:06,Negro,A-8,118,116,IRUN,-2.95362,43.2578
Bilbao,2007-04-18,22:34:06,Amarillo,A-8,118,116,IRUN,-2.95362,43.2578
Bilbao,2007-04-18,22:34:06,Amarillo,A-8,118,116,IRUN,-2.95362,43.2578
Bilbao,2007-04-18,22:34:06,Amarillo,A-8,118,116,IRUN,-2.95362,43.2578
Bilbao,2007-04-18,22:34:06,Amarillo,A-8,118,116,IRUN,-2.95362,43.2578
Bilbao,2007-04-18,22:34:06,Amarillo,A-8,118,116,IRUN,-2.95362,43.2578
Basauri,2007-04-18,22:45:47,Amarillo,A-8,113,111,IRUN,-2.90804,43.23352
Bilbao,2007-04-18,22:34:06,Amarillo,A-8,118,116,IRUN,-2.95362,43.2578
Galdakao,2007-04-18,21:43:41,Blanco,A-8,108,108,IRUN,-2.84823,43.23592
Galdakao,2007-04-18,21:42:36,Blanco,A-8,110,105,CANTABRIA,-2.87165,43.23132
Bilbao,2007-04-18,21:41:29,Blanco,A-8,115,115,IRUN,-2.92753,43.24161
Bilbao,2007-04-17,22:53:53,Blanco,A-8,115,115,IRUN,-2.92753,43.24161
Bilbao,2007-04-17,21:41:05,Blanco,A-8,115,115,IRUN,-2.92753,43.24161
Galdakao,2007-04-17,21:44:16,Blanco,A-8,100,104,IRUN,-2.75568,43.23077
Galdakao,2007-04-17,21:44:16,Blanco,A-8,100,104,IRUN,-2.75568,43.23077
Galdakao,2007-04-17,21:44:16,Blanco,A-8,100,104,CANTABRIA,-2.75548,43.23098
,2007-04-17,21:41:05,Blanco,A-8,115,115,IRUN,-2.92753,43.24161
Galdakao,2007-04-17,20:22:47,Blanco,N-637,28,28,Galdakao,-2.802307,43.23901
Arrigorriaga,2007-04-17,18:20:52,Blanco,AP-68,6,6,ZARAGOZA,-2.89627,43.19152
Arrigorriaga,2007-04-17,15:15:29,Blanco,AP-68,6,6,ZARAGOZA,-2.89627,43.19152
Alonsotegi,2007-04-17,10:11:01,Blanco,BI-636,8,8,BILBAO,-2.982984,43.2456
Bilbao,2007-04-17,07:39:18,Blanco,AP-68,8,8,BILBAO,-2.9047,43.17565
Basauri,2007-04-16,23:19:27,Blanco,A-8,113,111,IRUN,-2.90804,43.23352
Bilbao,2007-04-16,21:28:39,Blanco,A-8,115,115,IRUN,-2.92753,43.24161
Galdakao,2007-04-16,20:30:36,Blanco,N-637,28,28,Galdakao,-2.802307,43.23901
Galdakao,2007-04-16,20:30:36,Blanco,N-637,28,28,Galdakao,-2.802307,43.23901
Arrigorriaga,2007-04-16,09:10:56,Blanco,AP-68,8,8,BILBAO,-2.9047,43.17565
Arrigorriaga,2007-04-16,09:10:56,Blanco,AP-68,8,8,BILBAO,-2.9047,43.17565
Bilbao,2007-04-15,21:57:32,Blanco,A-8,115,115,IRUN,-2.92753,43.24161
Galdakao,2007-04-15,21:00:24,Blanco,N-637,28,28,Galdakao,-2.802307,43.23901
Galdakao,2007-04-15,21:00:24,Blanco,N-637,28,28,Galdakao,-2.802307,43.23901
Bilbao,2007-04-13,11:49:18,Blanco,BI-604,3,3,ASUA,-2.948006,43.27291
Gees,2007-04-13,10:00:44,Blanco,BI-636,19,19,BILBAO,-3.07241,43.19688
Bilbao,2007-04-13,08:53:19,Blanco,BI-625,387,387,BILBAO,-2.869607,43.23562
Arrigorriaga,2007-04-13,08:59:12,Blanco,AP-68,8,8,BILBAO,-2.9047,43.17565
Bilbao,2007-04-13,08:53:19,Blanco,BI-625,387,387,BILBAO,-2.869607,43.23562
Orozko,2007-04-13,08:04:25,Blanco,AP-68,17,17,ZARAGOZA,-2.914389,43.11283
Bilbao,2007-04-13,06:13:49,Amarillo,A-8,118,118,CANTABRIA,-2.95336,43.25788
Bilbao,2007-04-13,06:13:49,Amarillo,A-8,118,118,IRUN,-2.95362,43.2578
Bilbao,2007-04-12,21:51:58,Amarillo,A-8,118,118,IRUN,-2.95362,43.2578
Bilbao,2007-04-12,22:55:45,Blanco,A-8,111,113,CANTABRIA,-2.883459,43.231
Muskiz,2007-04-12,22:42:30,Blanco,A-8,136,136,CANTABRIA,-3.11618,43.33962
Bilbao,2007-04-12,21:51:58,Blanco,A-8,118,118,IRUN,-2.95362,43.2578
Bilbao,2007-04-12,21:51:58,Blanco,A-8,118,118,IRUN,-2.95362,43.2578
Bilbao,2007-04-12,21:43:07,Blanco,A-8,122,121,IRUN,-2.98578,43.28167
Bilbao,2007-04-12,21:42:14,Blanco,A-8,121,121,CANTABRIA,-2.978033,43.27476
,2007-04-12,20:22:20,Blanco,N-637,28,28,Galdakao,-2.802307,43.23901
,2007-04-12,20:22:20,Blanco,N-637,28,28,Galdakao,-2.802307,43.23901
Sopuerta,2007-04-10,20:02:22,Blanco,BI-2701,32,32,MALABRIGO,-3.15844,43.23749
Berriz,2007-04-10,13:56:14,Blanco,A-8,80,80,IRUN,-2.54562,43.16778
Arrankudiaga,2007-04-12,17:34:36,Blanco,AP-68,8,8,BILBAO,-2.9047,43.17565
Arrigorriaga,2007-04-12,12:22:07,Blanco,AP-68,8,8,ZARAGOZA,-2.904608,43.17588
Arrigorriaga,2007-04-12,09:31:40,Blanco,AP-68,7,7,ZARAGOZA,-2.896885,43.18242
Basauri,2007-04-12,09:15:07,Blanco,BI-625,387,387,BILBAO,-2.869607,43.23562
,2007-04-12,09:31:40,Blanco,AP-68,7,7,ZARAGOZA,-2.896885,43.18242
Basauri,2007-04-12,09:15:07,Blanco,BI-625,387,387,BILBAO,-2.869607,43.23562
