poblacion,fecha,hora,nivel,carretera,pk_inicial,pk_final,sentido,longitud,latitud
,2006-08-10,09:30:19,Blanco,N-634,98,98,DONOSTIA/SAN SEBASTIN,-2.80671,43.23633
Bilbao,2006-08-10,09:28:43,Blanco,A-8,117,117,CANTABRIA,-2.94514,43.25163
Santurtzi,2006-08-10,07:40:20,Blanco,A-8,130,130,CANTABRIA,-3.055796,43.3228
Basauri,2006-08-09,22:14:39,Blanco,A-8,113,113,CANTABRIA,-2.908069,43.23378
Basauri,2006-08-09,21:16:47,Amarillo,A-8,111,113,CANTABRIA,-2.883459,43.231
,2006-08-09,08:35:22,Blanco,BI-625,387,387,BILBAO,-2.869607,43.23562
Bilbao,2006-08-09,09:21:45,Blanco,A-8,117,117,CANTABRIA,-2.94514,43.25163
Santurtzi,2006-08-09,07:45:13,Blanco,A-8,131,131,CANTABRIA,-3.06688,43.32718
Barakaldo,2006-08-08,22:43:48,Blanco,A-8,123,123,IRUN,-2.99417,43.28436
Basauri,2006-08-08,21:10:31,Amarillo,A-8,113,115,CANTABRIA,-2.908069,43.23378
Basauri,2006-08-08,21:09:57,Amarillo,A-8,111,113,CANTABRIA,-2.883459,43.231
Basauri,2006-08-08,21:10:31,Amarillo,A-8,113,111,IRUN,-2.90804,43.23352
Basauri,2006-08-08,21:09:57,Amarillo,A-8,111,113,CANTABRIA,-2.883459,43.231
Alonsotegi,2006-08-08,09:51:36,Amarillo,BI-636,10,10,BILBAO,-3.004337,43.23591
,2006-08-08,09:13:49,Blanco,A-8,117,117,CANTABRIA,-2.94514,43.25163
Bilbao,2006-08-08,08:25:06,Blanco,BI-625,387,387,BILBAO,-2.869607,43.23562
,2006-08-08,08:01:05,Blanco,A-8,130,130,CANTABRIA,-3.055796,43.3228
Gees,2006-08-08,07:29:00,Blanco,BI-636,15,15,BILBAO,-3.042234,43.20626
Basauri,2006-08-07,21:12:27,Blanco,A-8,113,113,CANTABRIA,-2.908069,43.23378
Leioa,2006-08-07,23:00:47,Blanco,BI-637,10,10,KUKULARRA,-2.96916,43.31636
Leioa,2006-08-07,23:00:47,Blanco,BI-637,10,10,KUKULARRA,-2.96916,43.31636
Basauri,2006-08-07,21:12:27,Blanco,A-8,113,113,CANTABRIA,-2.908069,43.23378
Basauri,2006-08-07,21:12:27,Blanco,A-8,113,113,CANTABRIA,-2.908069,43.23378
Bilbao,2006-08-07,09:55:25,Blanco,A-8,117,116,CANTABRIA,-2.94514,43.25163
,2006-08-07,09:45:32,Blanco,AP-68,21,21,BILBAO,-2.91702,43.07784
Bilbao,2006-08-07,09:55:25,Blanco,A-8,117,11,CANTABRIA,-2.94514,43.25163
Santurtzi,2006-08-07,08:46:15,Blanco,A-8,130,130,CANTABRIA,-3.055796,43.3228
Bilbao,2006-08-07,08:19:46,Blanco,BI-625,387,387,BILBAO,-2.869607,43.23562
Bilbao,2006-08-07,08:19:46,Blanco,BI-625,387,387,BILBAO,-2.869607,43.23562
Loiu,2006-08-07,02:52:32,Blanco,N-637,16,16,CRUCES,-2.915619,43.28973
Derio,2006-08-07,02:52:32,Blanco,N-637,16,16,CRUCES,-2.915619,43.28973
Basauri,2006-08-06,23:28:22,Blanco,A-8,113,113,CANTABRIA,-2.908069,43.23378
Galdakao,2006-08-05,01:44:30,Blanco,A-8,102,102,CANTABRIA,-2.78167,43.23172
Bilbao,2006-08-04,10:12:11,Blanco,BI-636,7,7,BILBAO,-2.974041,43.25064
Bilbao,2006-08-04,08:50:18,Blanco,N-634,99,99,SANTANDER,-2.81734,43.23225
Barakaldo,2006-08-03,22:10:09,Blanco,A-8,124,124,IRUN,-3.005,43.28859
Galdakao,2006-08-04,01:17:35,Blanco,N-637,28,28,ERLETXE ( por PTE. RONTEGI),-2.80231,43.23901
Bilbao,2006-08-04,00:28:39,Blanco,A-8,118,118,IRUN,-2.95362,43.2578
Barakaldo,2006-08-03,23:01:34,Blanco,A-8,121,121,CANTABRIA,-2.978033,43.27476
Arrankudiaga,2006-08-03,22:59:57,Amarillo,BI-625,373,373,BILBAO,-2.94059,43.15009
Arrankudiaga,2006-08-03,22:59:57,Amarillo,BI-625,373,373,BILBAO,-2.94059,43.15009
Barakaldo,2006-08-03,22:10:09,Blanco,A-8,124,124,IRUN,-3.005,43.28859
Basauri,2006-08-03,22:09:01,Blanco,A-8,111,113,CANTABRIA,-2.883459,43.231
Galdakao,2006-08-03,15:58:56,Blanco,N-634,99,99,DONOSTIA/SAN SEBASTIN,-2.81734,43.23187
Galdakao,2006-08-03,14:47:38,Blanco,BI-625,351,351,BILBAO,-3.011733,42.98379
Bilbao,2006-08-02,21:08:10,Blanco,A-8,111,113,CANTABRIA,-2.883459,43.231
Muskiz,2006-08-02,21:44:08,Blanco,A-8,136,136,IRUN,-3.11643,43.33947
Arrankudiaga,2006-08-02,23:20:36,Amarillo,BI-625,373,373,BILBAO,-2.94059,43.15009
Muskiz,2006-08-02,23:11:44,Amarillo,A-8,134,134,CANTABRIA,-3.09936,43.33059
Muskiz,2006-08-02,21:44:08,Blanco,A-8,136,136,IRUN,-3.11643,43.33947
Bilbao,2006-08-02,21:08:10,Blanco,A-8,111,113,CANTABRIA,-2.883459,43.231
,2006-08-02,11:41:32,Amarillo,A-8,121,121,IRUN,-2.977874,43.27453
,2006-08-02,11:41:32,Amarillo,A-8,121,121,IRUN,-2.977874,43.27453
,2006-08-02,11:41:32,Amarillo,A-8,121,121,CANTABRIA,-2.978033,43.27476
,2006-08-02,11:41:32,Amarillo,A-8,121,121,CANTABRIA,-2.978033,43.27476
,2006-08-02,09:39:18,Blanco,BI-625,387,387,BILBAO,-2.869607,43.23562
Bilbao,2006-08-02,08:59:36,Blanco,A-8,116,116,CANTABRIA,-2.93578,43.2479
Erandio,2006-08-01,23:24:07,Amarillo,N-637,11,11,ERLETXE ( por PTE. RONTEGI),-2.9652,43.29959
Basauri,2006-08-01,22:55:08,Amarillo,BI-625,380,380,BILBAO,-2.89631,43.18533
Basauri,2006-08-01,22:55:08,Amarillo,BI-625,380,380,BILBAO,-2.89631,43.18533
Bilbao,2006-08-01,21:09:59,Blanco,A-8,111,113,CANTABRIA,-2.883459,43.231
Bilbao,2006-08-01,21:09:59,Blanco,A-8,111,113,CANTABRIA,-2.883459,43.231
Bilbao,2006-08-01,21:09:59,Blanco,A-8,111,113,CANTABRIA,-2.883459,43.231
Bilbao,2006-08-01,09:16:33,Amarillo,A-8,116,116,CANTABRIA,-2.93578,43.2479
Bilbao,2006-08-01,09:16:33,Blanco,A-8,116,116,CANTABRIA,-2.93578,43.2479
Bilbao,2006-08-01,09:16:33,Blanco,A-8,116,116,CANTABRIA,-2.93578,43.2479
Leioa,2006-08-01,08:42:45,Blanco,N-637,19,19,ERLETXE ( por PTE. RONTEGI),-2.88211,43.28174
Bilbao,2006-07-31,23:07:50,Blanco,A-8,113,113,CANTABRIA,-2.908069,43.23378
Galdakao,2006-07-31,22:18:31,Blanco,N-634,102,102,DONOSTIA/SAN SEBASTIN,-2.849825,43.23083
Basauri,2006-07-31,22:17:28,Blanco,A-8,111,110,IRUN,-2.88343,43.2309
Bilbao,2006-07-28,10:52:54,Blanco,BI-636,8,8,BILBAO,-2.982984,43.2456
,2006-07-28,08:40:43,Amarillo,N-637,18,18,ERLETXE ( por PTE. RONTEGI),-2.89266,43.28633
,2006-07-28,02:41:41,Blanco,N-634,106,107,DONOSTIA/SAN SEBASTIN,-2.889185,43.24773
Santurtzi,2006-07-27,23:51:23,Blanco,N-644,132,132,Bilbao,-3.04274,43.34047
Amorebieta-Etxano,2006-07-27,23:18:10,Amarillo,N-634,92,92,SANTANDER,-2.73286,43.22458
Zamudio,2006-07-27,22:38:38,Blanco,N-637,17,17,CRUCES,-2.903443,43.28884
Zamudio,2006-07-27,22:38:38,Blanco,N-637,17,17,CRUCES,-2.903443,43.28884
Basauri,2006-07-27,21:16:03,Blanco,A-8,111,111,CANTABRIA,-2.883459,43.231
Bilbao,2006-07-27,13:54:18,Blanco,BI-636,7,7,BILBAO,-2.974041,43.25064
Bilbao,2006-07-27,09:52:11,Amarillo,A-8,116,116,CANTABRIA,-2.93578,43.2479
Bilbao,2006-07-27,13:54:18,Amarillo,BI-636,7,7,BILBAO,-2.974041,43.25064
Bilbao,2006-07-27,13:54:18,Amarillo,BI-636,7,7,BILBAO,-2.974041,43.25064
Bilbao,2006-07-27,09:03:49,Rojo,BI-636,7,7,BILBAO,-2.974041,43.25064
Bilbao,2006-07-27,09:03:49,Rojo,BI-636,7,7,BILBAO,-2.974041,43.25064
Bilbao,2006-07-27,09:03:49,Rojo,BI-636,7,7,BILBAO,-2.974041,43.25064
Bilbao,2006-07-27,09:03:49,Amarillo,BI-636,7,7,BILBAO,-2.974041,43.25064
Bilbao,2006-07-27,09:03:49,Amarillo,BI-636,7,7,BILBAO,-2.974041,43.25064
Bilbao,2006-07-27,09:52:11,Amarillo,A-8,116,116,CANTABRIA,-2.93578,43.2479
Bilbao,2006-07-27,09:03:49,Negro,BI-636,7,7,BILBAO,-2.974041,43.25064
Bilbao,2006-07-27,09:03:49,Blanco,BI-636,7,7,BILBAO,-2.974041,43.25064
Erandio,2006-07-27,01:19:50,Blanco,N-633,10,10,AEROPUERTO DE LOIU,-2.88083,43.28849
Leioa,2006-07-26,22:39:14,Blanco,BI-637,10,10,KUKULARRA,-2.96916,43.31636
Getxo,2006-07-27,01:19:50,Blanco,BI-637,16,16,KUKULARRA,-2.99885,43.35301
Santurtzi,2006-07-26,23:20:57,Blanco,N-644,131,131,Bilbao,-3.047636,43.33763
Santurtzi,2006-07-26,23:20:57,Blanco,N-644,131,131,Bilbao,-3.047636,43.33763
Leioa,2006-07-26,22:39:14,Blanco,BI-637,10,10,KUKULARRA,-2.96916,43.31636
Bilbao,2006-07-26,21:43:52,Blanco,A-8,113,113,IRUN,-2.90804,43.23352
Bilbao,2006-07-26,21:43:52,Blanco,A-8,113,113,IRUN,-2.90804,43.23352
Bilbao,2006-07-26,10:47:38,Amarillo,A-8,116,117,CANTABRIA,-2.93578,43.2479
Bilbao,2006-07-26,10:47:38,Amarillo,A-8,116,117,CANTABRIA,-2.93578,43.2479
Leioa,2006-07-25,23:25:09,Verde,BI-637,13,13,KUKULARRA,-2.99625,43.33018
,2006-07-25,23:22:41,Blanco,BI-637,10,10,KUKULARRA,-2.96916,43.31636
,2006-07-24,10:21:10,Blanco,AP-68,9,9,BILBAO,-2.91544,43.17173
Basauri,2006-07-23,22:18:25,Blanco,A-8,113,113,CANTABRIA,-2.908069,43.23378
Basauri,2006-07-23,22:18:25,Blanco,A-8,113,113,CANTABRIA,-2.908069,43.23378
Basauri,2006-07-23,22:18:25,Blanco,A-8,113,113,CANTABRIA,-2.908069,43.23378
Galdakao,2006-07-21,11:16:08,Blanco,A-8,103,103,IRUN,-2.79332,43.23281
Alonsotegi,2006-07-21,09:53:04,Blanco,BI-636,10,10,BILBAO,-3.004337,43.23591
Balmaseda,2006-07-21,00:28:33,Blanco,BI-636,15,15,BILBAO,-3.042234,43.20626
Leioa,2006-07-20,23:19:56,Blanco,N-637,11,11,CRUCES,-2.96529,43.30067
Leioa,2006-07-20,23:15:04,Blanco,N-637,17,17,CRUCES,-2.903443,43.28884
Bilbao,2006-07-20,22:57:34,Blanco,A-8,120,120,CANTABRIA,-2.9675,43.27193
Erandio,2006-07-20,21:28:02,Blanco,N-637,11,11,CRUCES,-2.96529,43.30067
Bilbao,2006-07-20,21:17:55,Blanco,A-8,111,113,CANTABRIA,-2.883459,43.231
Bilbao,2006-07-20,21:17:55,Blanco,A-8,111,113,CANTABRIA,-2.883459,43.231
Bilbao,2006-07-20,01:03:15,Blanco,BI-604,3,3,ASUA,-2.948006,43.27291
Leioa,2006-07-19,23:43:36,Blanco,N-637,10,10,CRUCES,-2.97394,43.29554
Leioa,2006-07-19,23:42:38,Blanco,N-637,17,17,ERLETXE ( por PTE. RONTEGI),-2.903674,43.28876
Arrankudiaga,2006-07-19,22:20:12,Blanco,BI-625,378,378,BILBAO,-2.91028,43.17838
Bilbao,2006-07-19,21:15:18,Blanco,A-8,112,113,CANTABRIA,-2.89581,43.23219
Basauri,2006-07-18,21:20:55,Blanco,A-8,112,113,CANTABRIA,-2.89581,43.23219
,2006-07-18,10:46:46,Blanco,BI-637,8,8,KUKULARRA,-2.96382,43.30131
Gees,2006-07-18,10:00:32,Blanco,BI-636,15,15,BILBAO,-3.042234,43.20626
Alonsotegi,2006-07-17,10:09:32,Blanco,BI-636,9,9,BILBAO,-2.993629,43.24061
Arrankudiaga,2006-07-16,23:53:54,Blanco,BI-625,373,373,BILBAO,-2.94059,43.15009
,2006-07-16,22:23:20,Amarillo,A-8,113,113,CANTABRIA,-2.908069,43.23378
Alonsotegi,2006-07-14,08:05:33,Blanco,BI-636,11,11,BILBAO,-3.01027,43.23294
Alonsotegi,2006-07-14,08:05:33,Blanco,BI-636,11,11,BILBAO,-3.01027,43.23294
Bilbao,2006-07-13,21:17:45,Amarillo,A-8,112,112,CANTABRIA,-2.89581,43.23219
Bilbao,2006-07-13,21:17:45,Blanco,A-8,112,112,CANTABRIA,-2.89581,43.23219
Bilbao,2006-07-13,21:17:45,Blanco,A-8,112,112,CANTABRIA,-2.89581,43.23219
Bilbao,2006-07-13,16:34:11,Amarillo,A-8,117,117,CANTABRIA,-2.94514,43.25163
Bilbao,2006-07-13,16:34:11,Amarillo,A-8,117,117,CANTABRIA,-2.94514,43.25163
Bilbao,2006-07-13,16:34:11,Amarillo,A-8,117,117,CANTABRIA,-2.94514,43.25163
Alonsotegi,2006-07-13,10:26:48,Blanco,BI-636,17,17,BILBAO,-3.05277,43.19161
,2006-07-13,08:41:07,Blanco,BI-636,7,7,BILBAO,-2.974041,43.25064
,2006-07-13,08:41:07,Blanco,BI-636,7,7,BILBAO,-2.974041,43.25064
Valle de Trpaga-Trapagaran,2006-07-12,23:34:02,Amarillo,A-8,126,126,IRUN,-3.02248,43.30032
Valle de Trpaga-Trapagaran,2006-07-12,23:34:02,Amarillo,A-8,126,126,IRUN,-3.02248,43.30032
Valle de Trpaga-Trapagaran,2006-07-12,23:34:02,Amarillo,A-8,126,126,IRUN,-3.02248,43.30032
Basauri,2006-07-12,21:26:09,Blanco,A-8,113,113,CANTABRIA,-2.908069,43.23378
Valle de Trpaga-Trapagaran,2006-07-12,03:08:58,Blanco,A-8,127,127,CANTABRIA,-3.02809,43.30814
,2006-07-12,00:01:36,Amarillo,A-8,126,126,CANTABRIA,-3.02221,43.30038
Erandio,2006-07-11,22:44:25,Blanco,BI-738,11,11,ARTAZA,-2.977644,43.321
Basauri,2006-07-11,20:31:51,Amarillo,A-8,111,111,IRUN,-2.88343,43.2309
Basauri,2006-07-11,20:31:51,Amarillo,A-8,111,111,IRUN,-2.88343,43.2309
Basauri,2006-07-11,20:31:51,Blanco,A-8,111,111,IRUN,-2.88343,43.2309
Basauri,2006-07-11,20:31:51,Blanco,A-8,111,111,IRUN,-2.88343,43.2309
Bilbao,2006-07-11,20:31:51,Blanco,A-8,117,117,CANTABRIA,-2.94514,43.25163
Erandio,2006-07-10,23:29:30,Amarillo,BI-738,10,10,ARTAZA,-2.968759,43.31632
Erandio,2006-07-10,23:29:30,Amarillo,BI-738,10,10,ARTAZA,-2.968759,43.31632
Basauri,2006-07-10,21:15:19,Blanco,A-8,113,113,CANTABRIA,-2.908069,43.23378
Basauri,2006-07-10,21:15:19,Blanco,A-8,113,113,CANTABRIA,-2.908069,43.23378
Bilbao,2006-07-10,08:59:04,Blanco,BI-636,8,8,BILBAO,-2.982984,43.2456
Basauri,2006-07-09,22:38:30,Blanco,A-8,111,113,CANTABRIA,-2.883459,43.231
Basauri,2006-07-09,22:38:30,Blanco,A-8,111,113,CANTABRIA,-2.883459,43.231
Balmaseda,2006-06-19,16:14:58,Blanco,BI-636,17,17,CADAGUA,-3.05277,43.19161
,2006-07-07,08:23:05,Blanco,BI-637,16,16,KUKULARRA,-2.99885,43.35301
,2006-07-07,12:03:17,Blanco,N-634,104,104,DONOSTIA/SAN SEBASTIN,-2.87085,43.23714
,2006-07-07,11:16:07,Blanco,N-634,107,107,SANTANDER,-2.893143,43.25446
Alonsotegi,2006-07-07,10:40:48,Amarillo,BI-636,9,9,BILBAO,-2.993629,43.24061
,2006-07-07,10:25:26,Negro,BI-636,14,14,CADAGUA,-3.03367,43.215
,2006-07-07,10:25:26,Blanco,BI-636,14,14,CADAGUA,-3.03367,43.215
,2006-07-07,09:41:22,Blanco,N-644,130,130,Bilbao,-3.04283,43.32948
,2006-07-07,08:23:05,Blanco,BI-637,16,16,KUKULARRA,-2.99885,43.35301
,2006-07-07,08:07:49,Blanco,AP-68,14,14,BILBAO,-2.93247,43.13451
Barakaldo,2006-07-07,00:33:20,Blanco,A-8,123,123,IRUN,-2.99417,43.28436
Barakaldo,2006-07-06,23:12:55,Blanco,A-8,124,124,IRUN,-3.005,43.28859
Basauri,2006-07-06,21:17:26,Blanco,A-8,112,112,CANTABRIA,-2.89581,43.23219
Artea,2006-07-06,18:49:47,Blanco,N-240,26,26,VITORIA-GASTEIZ,-2.69492,43.04657
Getxo,2006-07-06,09:27:32,Blanco,BI-637,16,16,KURTXES(BERANGO),-2.99859,43.35276
Getxo,2006-07-06,09:27:32,Blanco,BI-637,16,16,KURTXES(BERANGO),-2.99859,43.35276
Zalla,2006-07-06,09:39:54,Blanco,BI-636,24,24,CADAGUA,-3.12616,43.20516
Getxo,2006-07-06,09:27:32,Blanco,BI-637,16,16,KURTXES(BERANGO),-2.99859,43.35276
Getxo,2006-07-06,09:27:32,Blanco,BI-637,16,16,KURTXES(BERANGO),-2.99859,43.35276
,2006-07-06,09:10:42,Blanco,N-634,105,105,SANTANDER,-2.878493,43.24412
,2006-07-06,09:03:29,Blanco,BI-636,7,7,CADAGUA,-2.97423,43.25073
Erandio,2006-07-05,23:06:12,Blanco,N-637,12,12,ERLETXE ( por PTE. RONTEGI),-2.95528,43.29934
Muskiz,2006-07-05,22:21:12,Blanco,A-8,129,129,IRUN,-3.0482,43.31625
Igorre,2006-07-05,12:20:38,Blanco,N-240,22,22,BILBAO,-2.683908,43.01331
,2006-07-05,10:16:34,Blanco,A-8,126,126,IRUN,-3.02248,43.30032
,2006-07-05,10:01:30,Blanco,BI-636,4,4,CADAGUA,-2.964667,43.26813
Alonsotegi,2006-07-05,09:59:17,Amarillo,BI-636,8,8,BILBAO,-2.982984,43.2456
,2006-07-05,09:59:04,Blanco,N-634,99,99,SANTANDER,-2.81734,43.23225
Muskiz,2006-07-04,22:15:22,Blanco,A-8,132,132,IRUN,-3.07694,43.33036
Mungia,2006-07-04,22:14:27,Blanco,BI-631,17,17,Bermeo,-2.86008,43.34819
Basauri,2006-07-04,22:13:12,Blanco,A-8,112,112,CANTABRIA,-2.89581,43.23219
Gees,2006-07-04,11:34:52,Amarillo,BI-636,13,13,CADAGUA,-3.023021,43.21976
Gees,2006-07-04,11:34:52,Amarillo,BI-636,13,13,CADAGUA,-3.023021,43.21976
,2006-07-04,09:03:11,Blanco,BI-636,9,9,CADAGUA,-2.993735,43.24075
Gees,2006-07-04,11:34:52,Amarillo,BI-636,13,13,CADAGUA,-3.023021,43.21976
Gees,2006-07-04,11:34:52,Blanco,BI-636,13,13,CADAGUA,-3.023021,43.21976
,2006-07-04,09:43:15,Blanco,BI-636,6,6,BILBAO,-2.96896,43.25747
,2006-07-04,09:03:11,Blanco,BI-636,9,9,CADAGUA,-2.993735,43.24075
,2006-07-04,08:48:04,Blanco,N-634,103,103,DONOSTIA/SAN SEBASTIN,-2.861065,43.23255
,2006-07-04,08:12:48,Blanco,N-637,27,27,ERLETXE ( por PTE. RONTEGI),-2.80346,43.24778
,2006-07-04,07:58:42,Blanco,AP-68,10,10,ZARAGOZA,-2.920465,43.1638
Santurtzi,2006-07-04,01:12:43,Blanco,A-8,129,129,IRUN,-3.0482,43.31625
Santurtzi,2006-07-04,01:12:43,Blanco,A-8,129,129,IRUN,-3.0482,43.31625
Muskiz,2006-07-03,22:03:34,Amarillo,A-8,136,136,CANTABRIA,-3.11618,43.33962
Basauri,2006-07-03,21:20:58,Amarillo,A-8,111,113,CANTABRIA,-2.883459,43.231
,2006-07-03,11:42:13,Blanco,BI-636,5,5,CADAGUA,-2.97139,43.26691
,2006-07-03,12:00:50,Blanco,BI-636,9,9,CADAGUA,-2.993735,43.24075
,2006-07-03,11:42:13,Blanco,BI-636,5,5,CADAGUA,-2.97139,43.26691
Muskiz,2006-07-03,10:58:20,Blanco,A-8,139,139,IRUN,-3.1511,43.34147
Arrigorriaga,2006-07-03,01:40:44,Blanco,BI-625,380,380,BILBAO,-2.89631,43.18533
Basauri,2006-07-02,22:27:22,Blanco,A-8,111,113,CANTABRIA,-2.883459,43.231
Muskiz,2006-07-02,22:26:19,Blanco,A-8,136,136,CANTABRIA,-3.11618,43.33962
Mungia,2006-07-02,21:50:10,Blanco,BI-631,10,10,Bermeo,-2.88094,43.28831
,2006-06-30,09:11:21,Blanco,N-634,103,103,SANTANDER,-2.861065,43.23255
,2006-06-30,09:11:21,Blanco,N-634,103,103,SANTANDER,-2.861065,43.23255
Muskiz,2006-06-30,08:39:23,Blanco,A-8,139,139,IRUN,-3.1511,43.34147
Bilbao,2006-06-29,23:32:59,Blanco,AP-68,11,11,ZARAGOZA,-2.929267,43.15753
Larrabetzu,2006-06-29,22:02:57,Blanco,N-637,18,18,CRUCES,-2.89252,43.28645
Bilbao,2006-06-29,23:32:59,Blanco,AP-68,11,11,ZARAGOZA,-2.929267,43.15753
Bilbao,2006-06-29,21:25:43,Blanco,A-8,111,113,CANTABRIA,-2.883459,43.231
Larrabetzu,2006-06-29,22:02:57,Blanco,N-637,18,18,CRUCES,-2.89252,43.28645
Bilbao,2006-06-29,21:25:43,Blanco,A-8,111,113,CANTABRIA,-2.883459,43.231
,2006-06-29,08:26:37,Blanco,BI-738,10,10,ARTAZA,-2.968759,43.31632
,2006-06-29,08:45:03,Blanco,AP-68,8,6,BILBAO,-2.9047,43.17565
Galdakao,2006-06-29,10:11:16,Blanco,N-634,101,102,DONOSTIA/SAN SEBASTIN,-2.838604,43.22767
,2006-06-29,10:56:28,Blanco,BI-625,386,386,BILBAO,-2.87693,43.22629
Bilbao,2006-06-29,10:13:49,Blanco,BI-631,5,6,Bermeo,-2.89785,43.26284
Galdakao,2006-06-29,10:11:16,Blanco,N-634,101,102,DONOSTIA/SAN SEBASTIN,-2.838604,43.22767
Ugao-Miraballes,2006-06-29,09:39:55,Blanco,AP-68,19,20,BILBAO,-2.918417,43.09539
Arrankudiaga,2006-06-29,09:36:34,Blanco,AP-68,12,20,ZARAGOZA,-2.93799,43.15182
Alonsotegi,2006-06-29,08:50:22,Blanco,BI-636,11,11,BILBAO,-3.01027,43.23294
,2006-06-29,08:45:03,Blanco,AP-68,6,8,BILBAO,-2.895705,43.19079
,2006-06-29,08:26:37,Blanco,BI-738,10,10,ARTAZA,-2.968759,43.31632
Basauri,2006-06-28,22:09:51,Blanco,A-8,112,112,CANTABRIA,-2.89581,43.23219
,2006-06-28,07:56:57,Blanco,AP-68,7,13,ZARAGOZA,-2.896885,43.18242
,2006-06-27,23:30:04,Blanco,N-637,17,17,ERLETXE ( por PTE. RONTEGI),-2.903674,43.28876
Derio,2006-06-27,23:30:04,Blanco,N-637,16,16,ERLETXE ( por PTE. RONTEGI),-2.9158,43.28969
Basauri,2006-06-27,22:40:04,Blanco,A-8,113,113,CANTABRIA,-2.908069,43.23378
,2006-06-27,07:17:41,Blanco,AP-68,12,13,ZARAGOZA,-2.93799,43.15182
Derio,2006-06-27,21:55:38,Blanco,N-637,11,11,ERLETXE ( por PTE. RONTEGI),-2.9652,43.29959
Derio,2006-06-27,21:55:38,Blanco,N-637,11,11,ERLETXE ( por PTE. RONTEGI),-2.9652,43.29959
,2006-06-27,07:17:41,Blanco,AP-68,8,10,ZARAGOZA,-2.904608,43.17588
Barakaldo,2006-06-26,21:54:05,Blanco,A-8,122,122,IRUN,-2.98578,43.28167
Basauri,2006-06-26,21:13:23,Blanco,A-8,112,112,CANTABRIA,-2.89581,43.23219
Barakaldo,2006-06-26,21:54:05,Blanco,A-8,124,124,IRUN,-3.005,43.28859
Basauri,2006-06-26,21:13:23,Blanco,A-8,112,112,CANTABRIA,-2.89581,43.23219
,2006-06-26,12:55:06,Blanco,AP-68,3,5,ZARAGOZA,-2.89915,43.2159
,2006-06-26,10:27:01,Blanco,BI-636,11,11,CADAGUA,-3.01055,43.23312
,2006-06-26,08:35:07,Blanco,AP-68,8,12,ZARAGOZA,-2.904608,43.17588
,2006-06-26,08:35:07,Blanco,AP-68,8,8,ZARAGOZA,-2.904608,43.17588
Arakaldo,2006-06-25,22:12:31,Blanco,AP-68,11,11,ZARAGOZA,-2.929267,43.15753
Erandio,2006-06-26,02:10:23,Blanco,BI-637,9,9,KURTXES(BERANGO),-2.96194,43.30914
Bilbao,2006-06-25,23:24:32,Blanco,A-8,111,113,CANTABRIA,-2.883459,43.231
Bilbao,2006-06-25,23:24:32,Blanco,A-8,111,113,CANTABRIA,-2.883459,43.231
Sondika,2006-06-25,23:14:24,Blanco,N-637,14,14,ERLETXE ( por PTE. RONTEGI),-2.938143,43.28713
Arakaldo,2006-06-25,22:12:31,Blanco,AP-68,11,11,ZARAGOZA,-2.929267,43.15753
Balmaseda,2006-06-19,16:14:58,Blanco,BI-636,17,17,CADAGUA,-3.05277,43.19161
Urdua-Ordua,2006-05-30,13:38:47,Blanco,BI-2521,41,44,ORDUA,-2.99372,42.99161
Arrigorriaga,2006-06-23,08:15:07,Blanco,AP-68,10,11,ZARAGOZA,-2.920465,43.1638
,2006-06-23,09:33:39,Blanco,AP-68,19,18,BILBAO,-2.918417,43.09539
Abanto y Cirvana-Abanto Zierbena,2006-06-23,09:21:12,Amarillo,A-8,130,131,CANTABRIA,-3.055796,43.3228
Arrigorriaga,2006-06-23,08:15:07,Blanco,AP-68,10,11,ZARAGOZA,-2.920465,43.1638
,2006-06-22,21:31:12,Blanco,A-8,111,113,CANTABRIA,-2.883459,43.231
Basauri,2006-06-22,21:31:12,Blanco,A-8,113,113,CANTABRIA,-2.908069,43.23378
,2006-06-22,18:42:27,Blanco,AP-68,15,15,BILBAO,-2.923555,43.12848
,2006-06-22,18:42:27,Blanco,AP-68,15,15,BILBAO,-2.923555,43.12848
Abanto y Cirvana-Abanto Zierbena,2006-06-22,09:47:52,Amarillo,A-8,131,131,CANTABRIA,-3.06688,43.32718
Abanto y Cirvana-Abanto Zierbena,2006-06-22,09:47:52,Amarillo,A-8,131,131,CANTABRIA,-3.06688,43.32718
,2006-06-21,23:12:28,Blanco,BI-637,15,16,KURTXES(BERANGO),-2.99255,43.34514
,2006-06-21,21:39:26,Blanco,A-8,111,113,IRUN,-2.88343,43.2309
Bilbao,2006-06-21,21:39:26,Blanco,A-8,113,113,IRUN,-2.90804,43.23352
,2006-06-19,07:14:43,Blanco,AP-68,6,7,ZARAGOZA,-2.89627,43.19152
,2006-06-21,12:20:06,Amarillo,N-634,103,103,SANTANDER,-2.861065,43.23255
Zierbena,2006-06-21,09:40:59,Blanco,A-8,132,132,CANTABRIA,-3.076844,43.33044
,2006-06-21,09:40:59,Blanco,A-8,132,132,CANTABRIA,-3.076844,43.33044
Zierbena,2006-06-21,08:45:06,Blanco,A-8,132,132,CANTABRIA,-3.076844,43.33044
,2006-06-21,08:45:06,Blanco,A-8,132,132,CANTABRIA,-3.076844,43.33044
Iurreta,2006-06-21,06:40:13,Amarillo,N-634,80,80,DONOSTIA/SAN SEBASTIN,-2.621619,43.17265
,2006-06-21,06:40:13,Amarillo,N-634,80,80,DONOSTIA/SAN SEBASTIN,-2.621619,43.17265
