,poblacion,fecha,hora,nivel,carretera,pk_inicial,pk_final,sentido,longitud,latitud,zona
503,,2006-07-07,08:07:49,Blanco,AP-68,14,14,BILBAO,-2.93247,43.13451,48
504,Barakaldo,2006-07-07,00:33:20,Blanco,A-8,123,123,IRUN,-2.99417,43.28436,7
505,Basauri,2006-07-06,21:17:26,Blanco,A-8,112,112,CANTABRIA,-2.89581,43.23219,17
506,Artea,2006-07-06,18:49:47,Blanco,N-240,26,26,VITORIA-GASTEIZ,-2.69492,43.04657,29
507,Getxo,2006-07-06,09:27:32,Blanco,BI-637,16,16,KURTXES(BERANGO),-2.99859,43.35276,9
508,Zalla,2006-07-06,09:39:54,Blanco,BI-636,24,24,CADAGUA,-3.12616,43.20516,2
509,,2006-07-06,09:10:42,Blanco,N-634,105,105,SANTANDER,-2.878493,43.24412,3
510,,2006-07-06,09:03:29,Blanco,BI-636,7,7,CADAGUA,-2.97423,43.25073,7
511,Erandio,2006-07-05,23:06:12,Blanco,N-637,12,12,ERLETXE ( por PTE. RONTEGI),-2.95528,43.29934,9
512,Muskiz,2006-07-05,22:21:12,Blanco,A-8,129,129,IRUN,-3.0482,43.31625,4
513,Igorre,2006-07-05,12:20:38,Blanco,N-240,22,22,BILBAO,-2.683908,43.01331,29
514,,2006-07-05,10:16:34,Blanco,A-8,126,126,IRUN,-3.02248,43.30032,12
515,,2006-07-05,10:01:30,Blanco,BI-636,4,4,CADAGUA,-2.964667,43.26813,7
516,,2006-07-05,09:59:04,Blanco,N-634,99,99,SANTANDER,-2.81734,43.23225,8
517,Muskiz,2006-07-04,22:15:22,Blanco,A-8,132,132,IRUN,-3.07694,43.33036,37
518,Mungia,2006-07-04,22:14:27,Blanco,BI-631,17,17,Bermeo,-2.86008,43.34819,54
519,Basauri,2006-07-04,22:13:12,Blanco,A-8,112,112,CANTABRIA,-2.89581,43.23219,17
520,Gees,2006-07-04,11:34:52,Amarillo,BI-636,13,13,CADAGUA,-3.023021,43.21976,42
521,,2006-07-04,09:43:15,Blanco,BI-636,6,6,BILBAO,-2.96896,43.25747,7
522,,2006-07-04,08:48:04,Blanco,N-634,103,103,DONOSTIA/SAN SEBASTIN,-2.861065,43.23255,3
523,,2006-07-04,08:12:48,Blanco,N-637,27,27,ERLETXE ( por PTE. RONTEGI),-2.80346,43.24778,8
524,,2006-07-04,07:58:42,Blanco,AP-68,10,10,ZARAGOZA,-2.920465,43.1638,46
525,Santurtzi,2006-07-04,01:12:43,Blanco,A-8,129,129,IRUN,-3.0482,43.31625,4
526,Muskiz,2006-07-03,22:03:34,Amarillo,A-8,136,136,CANTABRIA,-3.11618,43.33962,23
527,Basauri,2006-07-03,21:20:58,Amarillo,A-8,111,113,CANTABRIA,-2.883459,43231.0,45
528,,2006-07-03,11:42:13,Blanco,BI-636,5,5,CADAGUA,-2.97139,43.26691,7
529,Muskiz,2006-07-03,10:58:20,Blanco,A-8,139,139,IRUN,-3.1511,43.34147,35
530,Arrigorriaga,2006-07-03,01:40:44,Blanco,BI-625,380,380,BILBAO,-2.89631,43.18533,27
531,Mungia,2006-07-02,21:50:10,Blanco,BI-631,10,10,Bermeo,-2.88094,43.28831,15
532,,2006-06-30,09:11:21,Blanco,N-634,103,103,SANTANDER,-2.861065,43.23255,3
533,Muskiz,2006-06-30,08:39:23,Blanco,A-8,139,139,IRUN,-3.1511,43.34147,35
534,Bilbao,2006-06-29,23:32:59,Blanco,AP-68,11,11,ZARAGOZA,-2.929267,43.15753,48
535,Larrabetzu,2006-06-29,22:02:57,Blanco,N-637,18,18,CRUCES,-2.89252,43.28645,15
536,Bilbao,2006-06-29,21:25:43,Blanco,A-8,111,113,CANTABRIA,-2.883459,43231.0,45
537,,2006-06-29,08:26:37,Blanco,BI-738,10,10,ARTAZA,-2.968759,43.31632,9
538,,2006-06-29,08:45:03,Blanco,AP-68,8,6,BILBAO,-2.9047,43.17565,46
539,Galdakao,2006-06-29,10:11:16,Blanco,N-634,101,102,DONOSTIA/SAN SEBASTIN,-2.838604,43.22767,8
540,Bilbao,2006-06-29,10:13:49,Blanco,BI-631,5,6,Bermeo,-2.89785,43.26284,17
541,Ugao-Miraballes,2006-06-29,09:39:55,Blanco,AP-68,19,20,BILBAO,-2.918417,43.09539,31
542,Alonsotegi,2006-06-29,08:50:22,Blanco,BI-636,11,11,BILBAO,-3.01027,43.23294,42
543,Basauri,2006-06-28,22:09:51,Blanco,A-8,112,112,CANTABRIA,-2.89581,43.23219,17
544,,2006-06-28,07:56:57,Blanco,AP-68,7,13,ZARAGOZA,-2.896885,43.18242,27
545,,2006-06-27,23:30:04,Blanco,N-637,17,17,ERLETXE ( por PTE. RONTEGI),-2.903674,43.28876,15
546,Basauri,2006-06-27,22:40:04,Blanco,A-8,113,113,CANTABRIA,-2.908069,43.23378,24
547,,2006-06-27,07:17:41,Blanco,AP-68,12,13,ZARAGOZA,-2.93799,43.15182,48
548,Derio,2006-06-27,21:55:38,Blanco,N-637,11,11,ERLETXE ( por PTE. RONTEGI),-2.9652,43.29959,9
549,Barakaldo,2006-06-26,21:54:05,Blanco,A-8,122,122,IRUN,-2.98578,43.28167,7
550,Basauri,2006-06-26,21:13:23,Blanco,A-8,112,112,CANTABRIA,-2.89581,43.23219,17
551,,2006-06-26,12:55:06,Blanco,AP-68,3,5,ZARAGOZA,-2.89915,43.2159,27
552,,2006-06-26,10:27:01,Blanco,BI-636,11,11,CADAGUA,-3.01055,43.23312,42
553,Arakaldo,2006-06-25,22:12:31,Blanco,AP-68,11,11,ZARAGOZA,-2.929267,43.15753,48
554,Erandio,2006-06-26,02:10:23,Blanco,BI-637,9,9,KURTXES(BERANGO),-2.96194,43.30914,9
555,Bilbao,2006-06-25,23:24:32,Blanco,A-8,111,113,CANTABRIA,-2.883459,43231.0,45
556,Urdua-Ordua,2006-05-30,13:38:47,Blanco,BI-2521,41,44,ORDUA,-2.99372,42.99161,31
557,Arrigorriaga,2006-06-23,08:15:07,Blanco,AP-68,10,11,ZARAGOZA,-2.920465,43.1638,46
558,,2006-06-23,09:33:39,Blanco,AP-68,19,18,BILBAO,-2.918417,43.09539,31
559,Abanto y Cirvana-Abanto Zierbena,2006-06-23,09:21:12,Amarillo,A-8,130,131,CANTABRIA,-3.055796,43.3228,4
560,,2006-06-22,21:31:12,Blanco,A-8,111,113,CANTABRIA,-2.883459,43231.0,45
561,,2006-06-22,18:42:27,Blanco,AP-68,15,15,BILBAO,-2.923555,43.12848,31
562,Abanto y Cirvana-Abanto Zierbena,2006-06-22,09:47:52,Amarillo,A-8,131,131,CANTABRIA,-3.06688,43.32718,36
563,,2006-06-21,23:12:28,Blanco,BI-637,15,16,KURTXES(BERANGO),-2.99255,43.34514,9
564,,2006-06-21,21:39:26,Blanco,A-8,111,113,IRUN,-2.88343,43.2309,3
565,,2006-06-19,07:14:43,Blanco,AP-68,6,7,ZARAGOZA,-2.89627,43.19152,27
566,,2006-06-21,12:20:06,Amarillo,N-634,103,103,SANTANDER,-2.861065,43.23255,3
567,Zierbena,2006-06-21,09:40:59,Blanco,A-8,132,132,CANTABRIA,-3.076844,43.33044,37
568,Iurreta,2006-06-21,06:40:13,Amarillo,N-634,80,80,DONOSTIA/SAN SEBASTIN,-2.621619,43.17265,14
569,Barakaldo,2006-06-20,23:14:54,Blanco,A-8,122,122,IRUN,-2.98578,43.28167,7
570,,2006-06-20,23:02:54,Blanco,BI-637,15,16,KURTXES(BERANGO),-2.99255,43.34514,9
571,,2006-06-19,00:03:03,Blanco,AP-68,9,10,ZARAGOZA,-2.9156,43.17181,46
572,Bilbao,2006-06-20,22:15:56,Amarillo,A-8,111,113,CANTABRIA,-2.883459,43231.0,45
573,Bilbao,2006-06-19,21:19:26,Blanco,A-8,113,113,CANTABRIA,-2.908069,43.23378,24
574,Leioa,2006-06-19,14:55:47,Blanco,BI-637,16,16,KUKULARRA,-2.99885,43.35301,9
575,,2006-06-17,03:19:39,Blanco,BI-637,9,9,KUKULARRA,-2.9623,43.30933,9
576,,2006-06-15,20:05:25,Blanco,AP-68,6,7,ZARAGOZA,-2.89627,43.19152,27
577,Getxo,2006-06-16,09:37:13,Blanco,BI-637,17,17,KURTXES(BERANGO),-3.00117,43.36139,9
578,Arrigorriaga,2006-06-16,06:55:53,Blanco,AP-68,7,7,BILBAO,-2.896871,43.18217,27
579,Zamudio,2006-06-16,02:45:04,Blanco,N-637,21,21,CRUCES,-2.8608,43.27315,21
580,Larrabetzu,2006-06-15,23:38:02,Blanco,N-637,26,27,CRUCES,-2.80686,43.25609,8
581,Muskiz,2006-06-15,23:36:44,Blanco,A-8,133,133,IRUN,-3.08903,43.3294,34
582,Arrigorriaga,2006-06-14,19:44:46,Blanco,AP-68,6,6,ZARAGOZA,-2.89627,43.19152,27
583,Arrigorriaga,2006-06-14,08:21:17,Blanco,AP-68,9,9,BILBAO,-2.91544,43.17173,46
584,Balmaseda,2006-06-14,22:43:53,Blanco,A-8,119,119,IRUN,-2.96165,43.26411,7
585,,2006-06-12,22:20:11,Blanco,AP-68,6,7,ZARAGOZA,-2.89627,43.19152,27
586,Arrigorriaga,2006-06-13,22:42:25,Blanco,AP-68,7,7,BILBAO,-2.896871,43.18217,27
587,Basauri,2006-06-13,22:20:59,Blanco,A-8,113,113,CANTABRIA,-2.908069,43.23378,24
588,Arrankudiaga,2006-06-13,09:24:12,Blanco,AP-68,8,7,BILBAO,-2.9047,43.17565,46
589,,2006-06-12,23:43:29,Blanco,BI-625,387,387,BILBAO,-2.869607,43.23562,3
590,Bilbao,2006-06-12,22:45:24,Blanco,A-8,120,120,IRUN,-2.96792,43.27208,7
591,,2006-06-12,02:40:44,Blanco,AP-68,9,9,BILBAO,-2.91544,43.17173,46
592,Alonsotegi,2006-06-12,12:13:25,Rojo,BI-636,9,9,BILBAO,-2.993629,43.24061,28
593,,2006-06-12,10:36:15,Blanco,N-634,98,99,SANTANDER,-2.80671,43.23633,8
594,Basauri,2006-06-11,23:22:12,Blanco,A-8,111,113,CANTABRIA,-2.883459,43231.0,45
595,Arrankudiaga,2006-06-09,07:14:53,Blanco,AP-68,15,9,BILBAO,-2.923555,43.12848,31
596,Basauri,2006-06-09,06:40:38,Amarillo,A-8,111,111,CANTABRIA,-2.883459,43231.0,45
597,Bilbao,2006-06-08,23:05:23,Amarillo,A-8,117,118,CANTABRIA,-2.94514,43.25163,6
598,Arrigorriaga,2006-06-08,07:36:31,,AP-68,9,9,BILBAO,-2.91544,43.17173,46
599,Bilbao,2006-06-07,22:49:00,Blanco,A-8,120,120,IRUN,-2.96792,43.27208,7
600,Basauri,2006-06-07,21:20:34,Blanco,A-8,113,113,CANTABRIA,-2.908069,43.23378,24
601,Arrankudiaga,2006-06-07,07:28:46,Blanco,AP-68,15,6,BILBAO,-2.923555,43.12848,31
602,Basauri,2006-06-06,21:16:56,Blanco,A-8,111,113,CANTABRIA,-2.883459,43231.0,45
603,Muskiz,2006-06-06,15:10:01,Blanco,A-8,131,131,CANTABRIA,-3.06688,43.32718,36
604,Barakaldo,2006-06-06,08:36:04,Blanco,N-634,118,118,SANTANDER,-2.983428,43.28587,7
605,Basauri,2006-06-06,08:12:38,Blanco,A-8,110,110,IRUN,-2.87208,43.23117,3
606,Urdua-Ordua,2006-06-01,16:48:40,Blanco,BI-4533,45,47,MENDIKA (ORDUA),-3.04109,43.02551,31
607,Ortuella,2006-06-05,23:23:09,Amarillo,A-8,130,130,IRUN,-3.05598,43.32278,4
608,,2006-06-05,09:34:43,Amarillo,BI-625,380,380,BILBAO,-2.89631,43.18533,27
609,Arrankudiaga,2006-06-05,07:25:52,Blanco,AP-68,15,15,BILBAO,-2.923555,43.12848,31
610,Basauri,2006-06-04,23:00:19,Blanco,A-8,111,111,CANTABRIA,-2.883459,43231.0,45
611,Bilbao,2006-06-04,22:44:58,Blanco,A-8,120,120,IRUN,-2.96792,43.27208,7
612,Galdakao,2006-06-02,08:31:07,Blanco,N-634,99,99,DONOSTIA/SAN SEBASTIN,-2.81734,43.23187,8
613,Orozko,2006-06-02,07:46:47,Blanco,AP-68,19,19,BILBAO,-2.918417,43.09539,31
614,,2006-06-02,07:43:47,Blanco,AP-68,10,10,BILBAO,-2.920572,43.16348,46
615,Erandio,2006-06-01,23:05:46,Blanco,N-637,11,11,CRUCES,-2.96529,43.30067,9
616,,2006-06-01,22:28:49,Blanco,BI-636,12,12,BILBAO,-3.015879,43.22593,42
617,Basauri,2006-06-01,21:42:20,Amarillo,A-8,111,111,CANTABRIA,-2.883459,43231.0,45
618,Bilbao,2006-06-01,08:57:53,Amarillo,BI-636,5,5,CADAGUA,-2.97139,43.26691,7
619,Galdakao,2006-06-01,08:35:37,Blanco,N-634,99,99,SANTANDER,-2.81734,43.23225,8
620,,2006-06-01,05:44:41,Blanco,AP-68,5,10,BILBAO,-2.894915,43.19935,27
621,Muskiz,2006-05-31,23:27:21,Blanco,A-8,126,126,CANTABRIA,-3.02221,43.30038,12
622,Bilbao,2006-05-31,22:48:15,Blanco,A-8,120,120,IRUN,-2.96792,43.27208,7
623,Basauri,2006-05-31,21:44:15,Blanco,A-8,113,113,CANTABRIA,-2.908069,43.23378,24
624,Bilbao,2006-05-31,12:31:19,Blanco,BI-604,3,3,BILBAO,-2.948006,43.27291,19
625,Arrankudiaga,2006-05-31,07:53:30,Blanco,AP-68,11,11,BILBAO,-2.92958,43.15721,48
626,Galdakao,2006-05-31,08:52:49,Blanco,N-634,98,98,DONOSTIA/SAN SEBASTIN,-2.80671,43.23633,8
627,Abanto y Cirvana-Abanto Zierbena,2006-05-31,07:45:10,Blanco,A-8,131,131,CANTABRIA,-3.06688,43.32718,36
628,,2006-05-31,07:39:29,Blanco,AP-68,18,18,BILBAO,-2.91536,43.10357,31
629,Alonsotegi,2006-05-30,22:07:09,Blanco,BI-636,9,12,BILBAO,-2.993629,43.24061,28
630,Galdakao,2006-04-29,07:45:48,Blanco,A-8,103,103,CANTABRIA,-2.793435,43.23299,8
631,Basauri,2006-05-30,08:22:53,Amarillo,BI-625,387,387,BILBAO,-2.869607,43.23562,3
632,,2006-05-30,08:31:35,Blanco,N-634,98,98,DONOSTIA/SAN SEBASTIN,-2.80671,43.23633,8
633,,2006-05-30,06:49:45,Blanco,AP-68,18,18,BILBAO,-2.91536,43.10357,31
634,,2006-05-28,23:11:22,Blanco,AP-68,12,12,BILBAO,-2.937925,43.15139,48
635,,2006-05-29,23:42:40,Blanco,N-634,107,107,SANTANDER,-2.893143,43.25446,17
636,Bilbao,2006-05-29,23:17:16,Blanco,A-8,119,119,IRUN,-2.96165,43.26411,7
637,Abanto y Cirvana-Abanto Zierbena,2006-05-29,10:45:13,Blanco,A-8,135,135,CANTABRIA,-3.10568,43.33813,41
638,Alonsotegi,2006-05-29,10:24:42,Negro,BI-636,6,6,BILBAO,-2.96896,43.25747,7
639,Basauri,2006-05-29,09:22:55,Blanco,A-8,111,111,IRUN,-2.88343,43.2309,3
640,Barakaldo,2006-05-28,23:34:00,Blanco,N-637,9,9,CRUCES,-2.985246,43.29098,7
641,Arrigorriaga,2006-05-28,23:11:22,Blanco,AP-68,7,7,BILBAO,-2.896871,43.18217,27
642,Basauri,2006-05-28,22:25:29,Blanco,A-8,113,113,CANTABRIA,-2.908069,43.23378,24
643,Leioa,2006-05-27,08:28:57,Blanco,N-637,9,9,ERLETXE ( por PTE. RONTEGI),-2.985097,43.29096,7
644,Erandio,2006-05-26,17:08:16,Blanco,N-637,12,12,ERLETXE ( por PTE. RONTEGI),-2.95528,43.29934,9
645,Gees,2006-05-26,11:20:03,Blanco,BI-636,14,14,BILBAO,-3.033625,43.21482,42
646,Galdakao,2006-05-26,02:47:42,Blanco,N-634,100,97,DONOSTIA/SAN SEBASTIN,-2.828036,43.23189,8
647,Valle de Trpaga-Trapagaran,2006-05-25,23:27:23,Blanco,A-8,126,126,IRUN,-3.02248,43.30032,12
648,Basauri,2006-05-25,22:45:03,Blanco,A-8,113,111,IRUN,-2.90804,43.23352,24
649,Arrankudiaga,2006-05-24,08:20:10,Blanco,AP-68,10,15,BILBAO,-2.920572,43.16348,46
650,Bilbao,2006-05-25,22:44:20,Blanco,A-8,120,120,IRUN,-2.96792,43.27208,7
651,Arrankudiaga,2006-05-25,07:36:13,Blanco,AP-68,19,19,BILBAO,-2.918417,43.09539,31
652,Alonsotegi,2006-05-25,10:47:20,Blanco,BI-636,11,11,BILBAO,-3.01027,43.23294,42
653,Leioa,2006-05-24,23:06:08,Blanco,BI-637,13,13,KURTXES(BERANGO),-2.99622,43.33024,9
654,Basauri,2006-05-25,02:22:53,Blanco,BI-625,387,387,BILBAO,-2.869607,43.23562,3
655,Bilbao,2006-05-24,22:38:18,Blanco,A-8,120,120,IRUN,-2.96792,43.27208,7
656,Gees,2006-05-24,10:33:00,Blanco,BI-636,14,14,BILBAO,-3.033625,43.21482,42
657,Arrankudiaga,2006-05-23,21:01:00,Blanco,AP-68,19,19,BILBAO,-2.918417,43.09539,31
658,Abanto y Cirvana-Abanto Zierbena,2006-05-24,08:18:26,Blanco,A-8,131,131,CANTABRIA,-3.06688,43.32718,36
659,Arrigorriaga,2006-05-23,21:01:00,Blanco,AP-68,11,11,BILBAO,-2.92958,43.15721,48
660,Leioa,2006-05-23,22:56:36,Blanco,BI-637,13,13,KUKULARRA,-2.99625,43.33018,9
661,Balmaseda,2006-05-24,00:47:06,Blanco,BI-636,26,26,CADAGUA,-3.14689,43.19862,2
662,Bilbao,2006-05-23,23:03:06,Blanco,A-8,113,113,CANTABRIA,-2.908069,43.23378,24
663,,2006-05-23,12:18:14,Blanco,AP-68,11,11,ZARAGOZA,-2.929267,43.15753,48
664,Muskiz,2006-05-23,08:36:12,Blanco,A-8,132,132,CANTABRIA,-3.076844,43.33044,37
665,Sestao,2006-05-23,00:11:04,Blanco,N-644,132,132,Bilbao,-3.04274,43.34047,16
666,Arrigorriaga,2006-05-22,21:04:46,Blanco,AP-68,12,10,BILBAO,-2.937925,43.15139,48
667,Bilbao,2006-05-23,00:46:23,Blanco,A-8,114,114,IRUN,-2.91894,43.23552,24
668,Bilbao,2006-05-22,22:45:03,Blanco,A-8,120,120,IRUN,-2.96792,43.27208,7
669,Basauri,2006-05-22,10:44:43,Blanco,A-8,111,111,IRUN,-2.88343,43.2309,3
670,Abanto y Cirvana-Abanto Zierbena,2006-05-22,09:36:29,Blanco,A-8,131,131,CANTABRIA,-3.06688,43.32718,36
671,Bilbao,2006-05-22,00:08:58,Blanco,BI-636,5,5,BILBAO,-2.97122,43.26661,7
672,Bilbao,2006-05-21,22:45:36,Blanco,A-8,111,113,CANTABRIA,-2.883459,43231.0,45
673,Galdakao,2006-05-21,21:46:10,Blanco,N-634,98,98,SANTANDER,-2.80671,43.23633,8
674,Murueta,2006-05-19,22:15:02,Blanco,BI-2235,43,43,BERMEO,-2.69394,43.36722,49
675,Basauri,2006-05-19,08:25:09,Amarillo,A-8,111,111,IRUN,-2.88343,43.2309,3
676,Galdakao,2006-05-19,10:16:10,Amarillo,N-634,98,98,DONOSTIA/SAN SEBASTIN,-2.80671,43.23633,8
677,Bilbao,2006-05-19,09:55:58,Blanco,BI-636,7,7,BILBAO,-2.974041,43.25064,7
678,,2006-05-19,08:58:10,Blanco,AP-68,15,0,BILBAO,-2.923555,43.12848,31
679,Santurtzi,2006-05-18,22:44:32,Blanco,N-644,131,131,Bilbao,-3.047636,43.33763,16
680,Bilbao,2006-05-18,22:43:14,Blanco,A-8,111,113,CANTABRIA,-2.883459,43231.0,45
681,Bilbao,2006-05-18,22:39:28,Blanco,A-8,120,120,IRUN,-2.96792,43.27208,7
682,Galdakao,2006-05-18,21:51:45,Blanco,N-634,99,99,SANTANDER,-2.81734,43.23225,8
683,Bilbao,2006-05-18,14:22:34,Amarillo,BI-604,3,3,BILBAO,-2.948006,43.27291,19
684,Basauri,2006-05-17,08:27:13,Amarillo,A-8,111,111,IRUN,-2.88343,43.2309,3
685,Arrigorriaga,2006-05-17,08:12:32,Blanco,AP-68,15,0,BILBAO,-2.923555,43.12848,31
686,Galdakao,2006-05-18,09:29:14,Amarillo,N-634,98,98,DONOSTIA/SAN SEBASTIN,-2.80671,43.23633,8
687,Santurtzi,2006-05-17,22:55:59,Blanco,N-644,131,131,Santurtzi,-3.047644,43.3378,16
688,,2006-05-17,22:55:59,Blanco,BI-604,6,6,ASUA,-2.95429,43.29389,9
689,Zamudio,2006-05-17,22:52:44,Blanco,N-637,19,19,ERLETXE ( por PTE. RONTEGI),-2.88211,43.28174,15
690,Barakaldo,2006-05-17,22:45:26,Blanco,A-8,124,126,IRUN,-3005.0,43.28859,35
691,Galdakao,2006-05-17,21:51:23,Blanco,N-634,99,99,SANTANDER,-2.81734,43.23225,8
692,Alonsotegi,2006-05-17,10:59:38,Amarillo,BI-636,9,9,BILBAO,-2.993629,43.24061,28
693,Valle de Trpaga-Trapagaran,2006-05-16,22:47:58,Blanco,A-8,125,127,IRUN,-3.01571,43.29307,12
694,Bilbao,2006-05-16,22:38:50,Blanco,A-8,120,120,IRUN,-2.96792,43.27208,7
695,Bilbao,2006-05-16,22:23:00,Blanco,A-8,111,113,CANTABRIA,-2.883459,43231.0,45
696,Galdakao,2006-05-16,21:56:14,Blanco,N-634,99,99,DONOSTIA/SAN SEBASTIN,-2.81734,43.23187,8
697,Galdakao,2006-05-15,10:58:11,Amarillo,N-634,98,99,DONOSTIA/SAN SEBASTIN,-2.80671,43.23633,8
698,Arrankudiaga,2006-05-15,22:10:56,Blanco,AP-68,13,13,BILBAO,-2.9368,43.14298,48
699,Lezama,2006-05-15,23:53:38,Blanco,N-637,20,20,CRUCES,-2.87165,43.27715,15
700,Barakaldo,2006-05-15,23:35:37,Blanco,A-8,123,123,IRUN,-2.99417,43.28436,7
701,Bilbao,2006-05-15,22:55:59,Blanco,A-8,114,114,CANTABRIA,-2.919231,43.23613,24
702,Galdakao,2006-05-15,21:55:51,Blanco,N-634,99,99,DONOSTIA/SAN SEBASTIN,-2.81734,43.23187,8
703,Galdakao,2006-05-14,21:44:00,Blanco,N-634,102,102,SANTANDER,-2.849825,43.23083,18
704,Arrigorriaga,2006-05-15,00:32:11,Blanco,AP-68,15,15,BILBAO,-2.923555,43.12848,31
705,Alonsotegi,2006-05-15,08:26:31,Blanco,BI-636,7,7,BILBAO,-2.974041,43.25064,7
706,Arrigorriaga,2006-05-15,00:32:11,Blanco,AP-68,1,1,BILBAO,-2.91548,43.22694,24
707,,2006-05-14,23:35:43,Blanco,BI-636,15,16,BILBAO,-3.042234,43.20626,47
708,Basauri,2006-05-08,08:52:27,Blanco,A-8,110,110,CANTABRIA,-2.87165,43.23132,3
709,Arrigorriaga,2006-05-12,07:52:07,Amarillo,AP-68,7,6,BILBAO,-2.896871,43.18217,27
710,Leioa,2006-05-11,23:14:40,Blanco,BI-647,1,4,UNIVERSIDAD,-2.98126,43.31677,9
711,Basauri,2006-05-11,23:13:42,Blanco,A-8,113,113,IRUN,-2.90804,43.23352,24
712,Arrigorriaga,2006-05-11,21:00:08,Blanco,AP-68,8,8,BILBAO,-2.9047,43.17565,46
713,Basauri,2006-05-11,01:34:49,Blanco,A-8,113,114,CANTABRIA,-2.908069,43.23378,24
714,Arakaldo,2006-05-11,00:34:07,Blanco,AP-68,15,15,BILBAO,-2.923555,43.12848,31
715,Bilbao,2006-05-10,22:58:24,Blanco,A-8,123,123,CANTABRIA,-2.994162,43.28455,7
716,Galdakao,2006-05-10,22:06:55,Blanco,N-634,99,99,DONOSTIA/SAN SEBASTIN,-2.81734,43.23187,8
717,Alonsotegi,2006-05-10,10:51:44,Amarillo,BI-636,7,7,BILBAO,-2.974041,43.25064,7
718,,2006-05-10,14:57:26,Blanco,AP-68,9,5,BILBAO,-2.91544,43.17173,46
719,Bilbao,2006-05-09,23:21:20,Blanco,A-8,117,117,IRUN,-2.94541,43.25161,6
720,Basauri,2006-05-08,23:21:59,Blanco,A-8,113,113,CANTABRIA,-2.908069,43.23378,24
721,Galdakao,2006-05-08,22:18:11,Blanco,N-634,99,99,DONOSTIA/SAN SEBASTIN,-2.81734,43.23187,8
722,,2006-05-08,08:12:30,Blanco,AP-68,7,9,ZARAGOZA,-2.896885,43.18242,27
723,,2006-05-08,10:25:23,Blanco,BI-637,15,15,KUKULARRA,-2.99326,43.34514,9
724,Muskiz,2006-05-08,10:06:22,Blanco,A-8,133,133,CANTABRIA,-3.08888,43.32966,34
725,Basauri,2006-05-07,23:35:25,Blanco,A-8,111,113,CANTABRIA,-2.883459,43231.0,45
726,Arrigorriaga,2006-05-03,08:12:28,Blanco,AP-68,10,10,BILBAO,-2.920572,43.16348,46
727,Bilbao,2006-05-04,22:19:09,Amarillo,A-8,113,113,CANTABRIA,-2.908069,43.23378,24
728,,2006-05-04,23:16:29,Amarillo,BI-3737,15,15,SOPELANA,-2.99931,43.36938,9
729,Leioa,2006-05-03,09:55:20,Blanco,BI-637,17,17,KUKULARRA,-3.00177,43.36153,9
730,Arrigorriaga,2006-05-03,21:37:07,Blanco,AP-68,6,6,ZARAGOZA,-2.89627,43.19152,27
731,,2006-05-03,23:47:21,Amarillo,A-8,133,133,CANTABRIA,-3.08888,43.32966,34
732,,2006-05-03,22:48:16,Amarillo,N-637,20,20,ERLETXE ( por PTE. RONTEGI),-2.87194,43.27703,15
733,Bilbao,2006-05-03,09:39:45,Blanco,BI-636,7,7,BILBAO,-2.974041,43.25064,7
734,Bilbao,2006-05-02,23:38:49,Blanco,A-8,117,117,CANTABRIA,-2.94514,43.25163,6
735,Bilbao,2006-05-02,23:37:38,Blanco,A-8,111,113,CANTABRIA,-2.883459,43231.0,45
736,Amorebieta-Etxano,2006-05-02,11:16:27,Amarillo,N-634,89,90,DONOSTIA/SAN SEBASTIN,-2.712898,43.20358,33
737,Arrigorriaga,2006-05-02,07:43:55,Blanco,AP-68,5,5,BILBAO,-2.894915,43.19935,27
738,Bilbao,2006-04-28,11:24:55,Blanco,A-8,117,117,CANTABRIA,-2.94514,43.25163,6
739,Sondika,2006-04-28,04:02:44,Blanco,N-637,16,16,CRUCES,-2.915619,43.28973,1
740,Galdakao,2006-04-28,03:47:47,Blanco,N-637,24,24,ERLETXE ( por PTE. RONTEGI),-2.82722,43.2641,8
741,Muskiz,2006-04-28,00:30:46,Blanco,A-8,133,133,CANTABRIA,-3.08888,43.32966,34
742,Bilbao,2006-04-27,23:04:22,Blanco,A-8,120,120,IRUN,-2.96792,43.27208,7
743,Bilbao,2006-04-27,22:22:40,Blanco,A-8,112,112,CANTABRIA,-2.89581,43.23219,17
744,,2006-04-24,08:20:38,Blanco,AP-68,9,8,BILBAO,-2.91544,43.17173,46
745,Bilbao,2006-04-25,23:13:29,Blanco,A-8,120,120,IRUN,-2.96792,43.27208,7
746,Basauri,2006-04-25,23:12:18,Blanco,A-8,112,112,CANTABRIA,-2.89581,43.23219,17
747,Bilbao,2006-04-25,10:02:46,Blanco,A-8,118,118,CANTABRIA,-2.95336,43.25788,19
748,Muskiz,2006-04-25,10:14:53,Blanco,A-8,133,133,CANTABRIA,-3.08888,43.32966,34
749,Bilbao,2006-04-24,23:00:08,Blanco,A-8,120,120,IRUN,-2.96792,43.27208,7
750,Bilbao,2006-04-24,22:58:49,Blanco,A-8,112,112,CANTABRIA,-2.89581,43.23219,17
751,Basauri,2006-04-23,23:06:47,Blanco,A-8,113,113,CANTABRIA,-2.908069,43.23378,24
752,Alonsotegi,2006-04-21,10:50:30,Blanco,BI-636,10,10,BILBAO,-3.004337,43.23591,42
753,Arrigorriaga,2006-04-21,09:17:50,Blanco,AP-68,15,10,BILBAO,-2.923555,43.12848,31
754,,2006-04-20,08:26:01,Blanco,AP-68,7,6,BILBAO,-2.896871,43.18217,27
